name,nameI,continent,countryI,launch,launchI,type,typeI,restraint,restraintI,designer,designerI,construction,constructionI
Grizzly,487,NorthAm,3,Chain lift hill,4,Twister,91,Lap bar,2,Unknown,49,Wooden,9
RC Racer,488,Europe,2,Magnetic Launch (LIM/LSM),14,Half Pipe,36,Shoulder harness,5,Intamin,22,Steel,5
Journey To Atlantis,489,NorthAm,3,Chain lift hill,4,0,0,Lap bar,2,Mack,29,Steel,5
Jimmy Neutron's Atomic Flyer,490,Europe,2,Chain lift hill,4,Family Inverted,23,Lap bar,2,Vekoma,50,Steel,5
Racer 75 (Right Side),491,NorthAm,3,Chain lift hill,4,0,0,Lap bar,2,Philadelphia Toboggan Coaster,35,Wooden,9
Steeplechase,492,NorthAm,3,Flywheel,12,Motocoaster,67,0,0,Zamperla,55,Steel,5
Huracan,493,Europe,2,Chain lift hill,4,Euro-Fighter,21,Shoulder harness,5,Gerstlauer,18,Steel,5
Speed of Sound,494,Europe,2,Chain lift hill,4,"Shuttle, Boomerang",78,Shoulder harness,5,Vekoma,50,Steel,5
Bat Coaster,495,Europe,2,Chain lift hill,4,0,0,Shoulder harness,5,Pinfari,36,Steel,5
Runaway Mine Train,496,Europe,2,0,0,E-Powered,14,Shoulder harness,5,Mack,29,Steel,5
Velocity,497,Europe,2,Hydraulic cable launch,13,0,0,Lap bar,2,Vekoma,50,Steel,5
Gletscherblitz,498,Europe,2,0,0,0,0,Lap bar,2,Mack,29,E-Powered,1
Pony Express,499,NorthAm,3,Flywheel,12,Motocoaster,67,0,0,Zamperla,55,Steel,5
Super 8er Bahn,500,Europe,2,Chain lift hill,4,0,0,Lap bar,2,Pinfari,36,Steel,5
Coastersaurus,501,NorthAm,3,Chain lift hill,4,0,0,Lap bar,2,Martin & Vleminckx,30,Steel,5
Gaz Express,502,Europe,2,Chain lift hill,4,"Mine Train, Family",66,Lap bar,2,Soquet,47,Steel,5
Hochschaubahn,503,Europe,2,Chain lift hill,4,Family,22,None,3,Unknown,49,Wooden,9
Comet,504,NorthAm,3,Chain lift hill,4,Twister,91,Lap bar,2,Philadelphia Toboggan Coaster,35,Wooden,9
Georgia Cyclone,505,NorthAm,3,Chain lift hill,4,Twister,91,Lap bar,2,Dinn Corp.,12,Wooden,9
Iron Dragon,506,NorthAm,3,Chain lift hill,4,0,0,Shoulder harness,5,Arrow,2,Steel,5
Schweizer Bobbahn,507,Europe,2,Chain lift hill,4,Bobsled,5,Lap bar,2,Mack,29,Steel,5
Odin Ekspressen,508,Europe,2,Electrical lift hill,11,Freeform Powered,33,Lap bar,2,Mack,29,Steel,5
Psycho Mouse,509,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Arrow,2,Steel,5
Linnunrata,510,Europe,2,Booster wheel lift hill,1,0,0,Lap bar,2,Zierer,56,Steel,5
Le Grand canyon,511,Europe,2,Chain lift hill,4,Family,22,Lap bar,2,Soquet,47,Steel,5
Train de Mine,512,Europe,2,Chain lift hill,4,0,0,Lap bar,2,Soquet,47,Steel,5
Le Train de la Mine d'Or,513,Europe,2,Electrical lift hill,11,E-Powered,14,Lap bar,2,Mack,29,Steel,5
Apocalypse,514,NorthAm,3,Chain lift hill,4,0,0,Shoulder harness,5,B&M,4,Steel,5
Spinner,515,Europe,2,0,0,0,0,Lap bar,2,Maurer,31,0,0
Dawson Duel (Right),516,Europe,2,Cable lift hill,3,0,0,None,3,Wiegand,52,0,0
Roar,517,NorthAm,3,Chain lift hill,4,0,0,Lap bar,2,GCI,17,Steel,5
Dawson Duel (Left),518,Europe,2,0,0,0,0,None,3,Wiegand,52,Family,2
Rasender Roland,519,Europe,2,Chain lift hill,4,0,0,Lap bar,2,Vekoma,50,Steel,5
Great American Scream Machine,520,NorthAm,3,Chain lift hill,4,0,0,Lap bar,2,Philadelphia Toboggan Coaster,35,Wooden,9
Jaguar!,521,NorthAm,3,Booster wheel lift hill,1,Family,22,Lap bar,2,Zierer,56,Steel,5
Azteka,522,Europe,2,Chain lift hill,4,Family,22,Lap bar,2,Soquet,47,Steel,5
Grizzly,523,NorthAm,3,Chain lift hill,4,0,0,Lap bar,2,Kings Island,25,Steel,5
Woodstock Express,524,NorthAm,3,Chain lift hill,4,Twister,91,Lap bar,2,Philadelphia Toboggan Coaster,35,Wooden,9
El Diablo,525,Europe,2,Chain lift hill,4,Mine Train,65,Lap bar,2,Arrow,2,Steel,5
Joyride,526,Europe,2,Chain lift hill,4,0,0,Lap bar,2,L&T Systems,28,Steel,5
Boomerang,527,Europe,2,Booster wheel lift hill,1,Enclosed Junior,20,Lap bar,2,Vekoma,50,Steel,5
Roller Coaster Mayan,528,Europe,2,Chain lift hill,4,SLC,81,Shoulder harness,5,Vekoma,50,Steel,5
Dynamite Express,529,Europe,2,Electrical lift hill,11,E-Powered,14,Lap bar,2,Mack,29,Steel,5
Tabalugas Achterbahn,530,Europe,2,Booster wheel lift hill,1,"Family, Indoor",26,Lap bar,2,Zierer,56,Steel,5
Grottenblitz,531,Europe,2,0,0,E-Powered,14,Lap bar,2,Mack,29,Steel,5
Cagliostro,532,Europe,2,Chain lift hill,4,0,0,Lap bar,2,Maurer,31,Steel,5
Olandese Volante,533,Europe,2,Chain lift hill,4,Mine Train,65,Lap bar,2,Vekoma,50,Steel,5
Silver Streak,534,NorthAm,3,Booster wheel lift hill,1,Family,22,Shoulder harness,5,Vekoma,50,Steel,5
X-Treme Racer,535,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Rioolrat,536,Europe,2,0,0,0,0,Lap bar,2,Vekoma,50,Steel,5
Mean Streak,537,NorthAm,3,Chain lift hill,4,Twister,91,Lap bar,2,Dinn Corp.,12,Wooden,9
RC Racer,538,Asia,1,Magnetic Launch (LIM/LSM),14,Half Pipe,36,Shoulder harness,5,Intamin,22,Steel,5
Flight of the Hippogriff,539,NorthAm,3,0,0,YoungStar,98,Lap bar,2,Mack,29,Steel,5
Runaway Mountain,540,NorthAm,3,Chain lift hill,4,0,0,Lap bar,2,Premier Rides,37,Steel,5
Gold Rusher,541,NorthAm,3,Chain lift hill,4,Mine Train,65,Lap bar,2,Arrow,2,Steel,5
Timber Wolf,542,NorthAm,3,Chain lift hill,4,Twister,91,Lap bar,2,Dinn Corp.,12,Wooden,9
Bob Express,543,Europe,2,Electrical lift hill,11,E-Powered,14,Lap bar,2,Mack,29,Steel,5
Mighty Canadian Minebuster,544,NorthAm,3,Chain lift hill,4,Twister,91,Lap bar,2,Philadelphia Toboggan Coaster,35,Wooden,9
Trailblazer,545,NorthAm,3,Chain lift hill,4,Mine Train,65,Lap bar,2,Arrow,2,Steel,5
Steampunk Hunters,546,Europe,2,Booster wheel lift hill,1,0,0,Lap bar,2,Vekoma,50,Steel,5
Grampus Jet,547,Asia,1,Chain lift hill,4,0,0,Shoulder harness,5,Vekoma,50,Steel,5
Famous jack,548,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Reverchon,40,Steel,5
Shaman,549,Europe,2,Chain lift hill,4,Looper,57,Shoulder harness,5,Vekoma,50,Steel,5
Euro Loop,550,Europe,2,Chain lift hill,4,Looper,57,Shoulder harness,5,Vekoma,50,Steel,5
Course de Bobsleigh,551,Europe,2,Electrical lift hill,11,0,0,Lap bar,2,Schwarzkopf,45,Steel,5
Plohseidon,552,Europe,2,Booster wheel lift hill,1,Family,22,Lap bar,2,Zierer,56,Steel,5
Indiana Jones et le Temple du Péril,553,Europe,2,Chain lift hill,4,Looper,57,Shoulder harness,5,Intamin,22,Steel,5
Tornado,554,Europe,2,Chain lift hill,4,Looper,57,Shoulder harness,5,Soquet,47,Steel,5
Big Apple Coaster,555,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Togo,48,Steel,5
L'Aérotrain,556,Europe,2,Booster wheel lift hill,1,0,0,Lap bar,2,Vekoma,50,Steel,5
Vertigo,557,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Schlitt' Express,558,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Green Lantern : First Flight,559,NorthAm,3,Chain lift hill,4,ZacSpin,99,Shoulder harness,5,Intamin,22,Steel,5
Racing,560,Europe,2,0,0,0,0,0,0,Zierer,56,Steel,5
Blue Flyer,561,Europe,2,Chain lift hill,4,0,0,Lap bar,2,Charles Paige,9,Steel,5
Hurler,562,NorthAm,3,Chain lift hill,4,Twister,91,Lap bar,2,Philadelphia Toboggan Coaster,35,Wooden,9
Flying Cobras,563,NorthAm,3,Chain lift hill,4,"Shuttle, Boomerang",78,Shoulder harness,5,Vekoma,50,Steel,5
Dragon,564,NorthAm,3,Chain lift hill,4,Looping,62,Shoulder harness,5,Hopkins,21,Steel,5
Python,565,Europe,2,Chain lift hill,4,Loop Corkscrew,56,Shoulder harness,5,Vekoma,50,Steel,5
Dragon,566,NorthAm,3,Booster wheel lift hill,1,0,0,Lap bar,2,Vekoma,50,Steel,5
Euro Speed,567,Europe,2,0,0,E-Powered,14,Lap bar,2,Mack,29,Steel,5
Ghoster Coaster,568,NorthAm,3,Chain lift hill,4,Twister,91,Lap bar,2,Philadelphia Toboggan Coaster,35,Wooden,9
Monstre,569,NorthAm,3,Chain lift hill,4,Twister,91,Lap bar,2,William J. Cobb,53,Wooden,9
Crazy Mine,570,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Maurer,31,Steel,5
La Machine à Vapeur,571,Europe,2,Electrical lift hill,11,E-Powered,14,Lap bar,2,Soquet,47,Steel,5
Flagermusen,572,Europe,2,Chain lift hill,4,0,0,Lap bar,2,Reverchon,40,Steel,5
Dragen,573,Europe,2,Electrical lift hill,11,E-Powered,14,Lap bar,2,Mack,29,Steel,5
Project X - Test Strecke,574,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Tickler,575,NorthAm,3,Chain lift hill,4,Spinning Wild Mouse,87,Shoulder harness,5,Zamperla,55,Steel,5
Sky Spin,576,Europe,2,0,0,0,0,0,0,Maurer,31,Steel,5
Hurler,577,NorthAm,3,Chain lift hill,4,0,0,Lap bar,2,CCI,7,Steel,5
Draak,578,Europe,2,Electrical lift hill,11,E-Powered,14,Lap bar,2,Mack,29,Steel,5
Vilde Mus,579,Europe,2,0,0,0,0,None,3,Mack,29,Wild Mouse,8
Les Souris Mécaniques,580,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Reverchon,40,Steel,5
Rattlesnake,581,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Maurer,31,Steel,5
Ricochet,582,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Skull Mountain,583,NorthAm,3,Booster wheel lift hill,1,Twister,91,Lap bar,2,Intamin,22,Wooden,9
Neo's Twister,584,Europe,2,Chain lift hill,4,0,0,Lap bar,2,Fabbri,16,Wild Mouse,8
Ghost Chasers,585,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Furio,586,Europe,2,Chain lift hill,4,0,0,Lap bar,2,Soquet,47,Steel,5
Fly,587,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Viper,588,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Arrow,2,Steel,5
Wildcat,589,NorthAm,3,Chain lift hill,4,0,0,Lap bar,2,Charlie Dinn,10,Steel,5
Lost Coaster of Superstition Mountain,590,NorthAm,3,Chain lift hill,4,0,0,0,0,CCI,7,Wooden,9
Déval' Train,591,Europe,2,Booster wheel lift hill,1,Junior Coaster,47,Lap bar,2,Vekoma,50,Steel,5
Scorpion Express,592,Europe,2,0,0,E-Powered,14,Lap bar,2,Mack,29,Steel,5
Temple of the Night Hawk,593,Europe,2,Chain lift hill,4,Indoor Freeform,41,Lap bar,2,Vekoma,50,Steel,5
Virtual Express,594,Europe,2,Electrical lift hill,11,E-Powered,14,Lap bar,2,Zamperla,55,Steel,5
Enchanted Airways,595,Asia,1,Chain lift hill,4,Junior,46,Lap bar,2,Vekoma,50,Steel,5
Wild Beast,596,NorthAm,3,Chain lift hill,4,Twister,91,Lap bar,2,Philadelphia Toboggan Coaster,35,Wooden,9
Mine Expressen,597,Europe,2,Booster wheel lift hill,1,0,0,Lap bar,2,Vekoma,50,Steel,5
Woodstock Express,598,NorthAm,3,Booster wheel lift hill,1,Junior Twister,48,Lap bar,2,Vekoma,50,Steel,5
Cobra,599,Europe,2,Chain lift hill,4,0,0,Shoulder harness,5,Sartori,43,Steel,5
Apple Zapple,600,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Thunder Run,601,NorthAm,3,Electrical launch,10,E-Powered,14,Lap bar,2,Mack,29,Steel,5
Flying Ace Aerial Chase,602,NorthAm,3,Chain lift hill,4,0,0,Shoulder harness,5,Vekoma,50,Steel,5
Vortex,603,NorthAm,3,Chain lift hill,4,0,0,Shoulder harness,5,B&M,4,Steel,5
Express,604,Europe,2,Chain lift hill,4,0,0,Lap bar,2,Soquet,47,Steel,5
Le Vol d'Icare,605,Europe,2,Booster wheel lift hill,1,Family,22,Lap bar,2,Zierer,56,Steel,5
Woodstock Express,606,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Zamperla,55,Steel,5
Wild Mouse,607,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Maurer,31,Steel,5
Dragon,608,NorthAm,3,Booster wheel lift hill,1,0,0,Lap bar,2,Intamin,22,Steel,5
Comet,609,Europe,2,Chain lift hill,4,Looper,57,Shoulder harness,5,Vekoma,50,Steel,5
Wild Mouse,610,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Rollerskater,611,Europe,2,Booster wheel lift hill,1,0,0,Lap bar,2,Vekoma,50,Steel,5
Canopy Flyer,612,Asia,1,Chain lift hill,4,Family,22,Lap bar,2,SetPoint,46,Steel,5
Ednör,613,NorthAm,3,Chain lift hill,4,SLC,81,Shoulder harness,5,Vekoma,50,Steel,5
Donderstenen,614,Europe,2,Booster wheel lift hill,1,0,0,Lap bar,2,Zierer,56,Steel,5
Sand Serpent,615,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Maskerade,616,Europe,2,Vertical lift,17,Indoor,40,Lap bar,2,Gerstlauer,18,Steel,5
Tulireki,617,Europe,2,0,0,0,0,Lap bar,2,Mack,29,Steel,5
Green Scream,618,Europe,2,Booster wheel lift hill,1,Twister,91,Lap bar,2,Zierer,56,Steel,5
Brontojet,619,Europe,2,Electrical lift hill,11,0,0,Lap bar,2,Schwarzkopf,45,Steel,5
Pikajuna,620,Europe,2,Electrical lift hill,11,E-Powered,14,Lap bar,2,Mack,29,Steel,5
The Walking Dead - The Ride,621,Europe,2,Booster wheel lift hill,1,"Family, Indoor",26,Lap bar,2,Vekoma,50,Steel,5
Sky Rider,622,Europe,2,Vertical lift,17,0,0,Lap bar,2,Caripro,6,Steel,5
Carolina Goldrusher,623,NorthAm,3,Chain lift hill,4,Mine Train,65,Lap bar,2,Arrow,2,Hybrid,3
Kung Fu Panda Master,624,Europe,2,Chain lift hill,4,0,0,Lap bar,2,Fabbri,16,Steel,5
Wild Mouse,625,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Zamperla,55,Steel,5
Dragon Fire,626,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Arrow,2,Steel,5
G Force,627,Europe,2,Chain lift hill,4,Looper,57,Lap bar,2,Maurer,31,Steel,5
Canyon Blaster,628,NorthAm,3,Chain lift hill,4,Mine Train,65,Lap bar,2,Arrow,2,Steel,5
Big Loop,629,Europe,2,Chain lift hill,4,Double Loop Corkscrew,12,Shoulder harness,5,Vekoma,50,Steel,5
La Souris verte,630,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Zamperla,55,Steel,5
Demon,631,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Arrow,2,Steel,5
Cedar Creek Mine Ride,632,NorthAm,3,Chain lift hill,4,Mine Train,65,Lap bar,2,Arrow,2,Hybrid,3
Tig'rr Coaster,633,NorthAm,3,Chain lift hill,4,0,0,Lap bar,2,Schwarzkopf,45,0,0
Anaconda,634,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Arrow,2,Steel,5
Tokio express,635,Asia,1,Electrical launch,10,"E-Powered, Family",16,Lap bar,2,Soquet,47,Steel,5
Tornado,636,NorthAm,3,Chain lift hill,4,0,0,Lap bar,2,William J. Cobb,53,Steel,5
Gadget's Go Coaster,637,NorthAm,3,Booster wheel lift hill,1,0,0,Lap bar,2,Vekoma,50,Steel,5
Dragon,638,Europe,2,Chain lift hill,4,0,0,Lap bar,2,Soquet,47,Steel,5
Gotham City Gauntlet: Escape from Arkham Asylum,639,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Maurer,31,Steel,5
Gruvbanan,640,Europe,2,0,0,0,0,Lap bar,2,Mack,29,E-Powered,1
Twistrix,641,Europe,2,Booster wheel lift hill,1,0,0,Lap bar,2,Maurer,31,Steel,5
Boomerang,642,Europe,2,Cable lift hill,3,"Shuttle, Boomerang",78,Shoulder harness,5,Vekoma,50,Steel,5
Dream Hunters Society,643,Europe,2,Chain lift hill,4,Zyklon Z47,100,Lap bar,2,Unknown,49,Steel,5
Vortex,644,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Arrow,2,Steel,5
Canyon Blaster,645,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Arrow,2,Steel,5
Le Train de la Mine,646,Europe,2,0,0,Mine Train,65,Lap bar,2,Soquet,47,Steel,5
Dizzy Mouse,647,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Reverchon,40,Steel,5
Tyfonen,648,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Zamperla,55,Steel,5
Runaway Mine Train,649,NorthAm,3,Chain lift hill,4,Mine Train,65,Lap bar,2,Arrow,2,Steel,5
Formula One,650,Europe,2,Chain lift hill,4,Wild Mouse,95,Shoulder harness,5,Fabbri,16,Steel,5
Primeval Whirl,651,NorthAm,3,Chain lift hill,4,Dual Wild Mouse,13,Lap bar,2,Reverchon,40,Steel,5
Speedy Bob (Right),652,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Gold Digger,653,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,L&T Systems,28,Steel,5
Tornado,654,Europe,2,Chain lift hill,4,Looper,57,Shoulder harness,5,Vekoma,50,Steel,5
Kopermijn,655,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Maurer,31,Steel,5
Drakkar,656,Europe,2,Chain lift hill,4,Junior Coaster,47,Lap bar,2,Soquet,47,Steel,5
Infusion,657,Europe,2,Chain lift hill,4,0,0,Shoulder harness,5,Vekoma,50,Steel,5
Primeval Whirl (2),658,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Reverchon,40,Steel,5
Sequoia Adventure,659,Europe,2,0,0,Screaming Squirrel,75,Shoulder harness,5,S&S,42,Steel,5
Goofy's Sky School,660,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Super Manège,661,NorthAm,3,Chain lift hill,4,Looper,57,Lap bar,2,Vekoma,50,Steel,5
Soarin' Eagle,662,NorthAm,3,Spiral lift,15,Flying,27,Flying restraint,1,Zamperla,55,Steel,5
Wild Mouse,663,Asia,1,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Crazy Mouse (Degousse),664,Asia,1,0,0,0,0,0,0,Reverchon,40,Steel,5
Rockstar Coaster,665,NorthAm,3,0,0,0,0,None,3,Zamperla,55,0,0
Puss in Boots Giant Journey,666,Asia,1,Spiral lift,15,Family,22,None,3,Zamperla,55,Steel,5
River King Mine Train,667,NorthAm,3,Chain lift hill,4,Mine Train,65,Lap bar,2,Arrow,2,Steel,5
Wilde Maus,668,Europe,2,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Maurer,31,Steel,5
Toboggan Nordique,669,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Zamperla,55,Steel,5
Goudurix,670,Europe,2,Chain lift hill,4,Looper,57,Shoulder harness,5,Vekoma,50,Steel,5
Dream catcher,671,Europe,2,Chain lift hill,4,0,0,Shoulder harness,5,Vekoma,50,Steel,5
Kiddy Hawk,672,NorthAm,3,Booster wheel lift hill,1,Family,22,Shoulder harness,5,Vekoma,50,Steel,5
Runaway Mine Train,673,NorthAm,3,Chain lift hill,4,Mine Train,65,Lap bar,2,Arrow,2,Steel,5
Crazy Coaster,674,Europe,2,0,0,0,0,Lap bar,2,Reverchon,40,0,0
Coast Rider,675,NorthAm,3,Chain lift hill,4,Wild Mouse,95,Lap bar,2,Mack,29,Steel,5
Train de la Mine,676,Europe,2,Chain lift hill,4,Family,22,Lap bar,2,Soquet,47,Steel,5
Crazy Mouse,677,Asia,1,Chain lift hill,4,0,0,Lap bar,2,Reverchon,40,Steel,5
Bandit,678,Europe,2,Chain lift hill,4,Twister,91,Lap bar,2,RCCA,39,Wooden,9
Orkanens Øje,679,Europe,2,Chain lift hill,4,Looper,57,Lap bar,2,Pinfari,36,Steel,5
Cobra,680,Europe,2,Cable lift hill,3,"Boomerang, Multielement Shuttle",9,Shoulder harness,5,Vekoma,50,Steel,5
Buffalo Mountain Coaster,681,Europe,2,0,0,E-Powered,14,Lap bar,2,Zamperla,55,Steel,5
Turbo coaster,682,Europe,2,Chain lift hill,4,Looper,57,Shoulder harness,5,Pinfari,36,Steel,5
Sidewinder,683,NorthAm,3,Cable lift hill,3,Shuttle,76,Lap bar,2,Vekoma,50,Steel,5
Dahlonega Mine Train,684,NorthAm,3,Chain lift hill,4,Mine Train,65,Lap bar,2,Arrow,2,Steel,5
Anaconda,685,Europe,2,Chain lift hill,4,Out & Back,71,Lap bar,2,William J. Cobb,53,Wooden,9
Boomerang Coast to Coaster,686,NorthAm,3,Cable lift hill,3,Shuttle,76,Shoulder harness,5,Vekoma,50,Steel,5
Nitro,687,Europe,2,Chain lift hill,4,0,0,Lap bar,2,Preston & Barbieri,38,Steel,5
Bat,688,NorthAm,3,Cable lift hill,3,"Shuttle, Boomerang",78,Shoulder harness,5,Vekoma,50,Steel,5
Vampire,689,Europe,2,Chain lift hill,4,Suspended Looping,88,Shoulder harness,5,Vekoma,50,Steel,5
Corkscrew,690,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Arrow,2,Steel,5
Scary Toys Factory,691,Europe,2,Chain lift hill,4,Zyklon Z47,100,Lap bar,2,Unknown,49,Steel,5
Carolina Cyclone,692,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Arrow,2,Steel,5
Flying Fish,693,Europe,2,0,0,E-Powered,14,Lap bar,2,Mack,29,Steel,5
Spinning Out,694,NorthAm,3,Booster wheel lift hill,1,0,0,Lap bar,2,SBF,44,Steel,5
Rexplorer,695,Europe,2,0,0,E-Powered,14,Lap bar,2,Mack,29,Steel,5
Zoomerang,696,NorthAm,3,Cable lift hill,3,Shuttle,76,Shoulder harness,5,Vekoma,50,Steel,5
Blue Tornado,697,Europe,2,Chain lift hill,4,Suspended Looping,88,Shoulder harness,5,Vekoma,50,Steel,5
Loopen,698,Europe,2,Chain lift hill,4,Loop Corkscrew,56,Shoulder harness,5,Vekoma,50,Steel,5
Imoogi,699,Europe,2,Chain lift hill,4,"Zyklon Z47, Family",101,None,3,Pinfari,36,Steel,5
Blue Hawk,700,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Vekoma,50,Steel,5
Ninja,701,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Vekoma,50,Steel,5
King,702,Asia,1,Chain lift hill,4,0,0,Shoulder harness,5,Soquet,47,Steel,5
Steamin' Demon,703,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Arrow,2,Steel,5
Mind Eraser,704,NorthAm,3,Chain lift hill,4,SLC,81,Shoulder harness,5,Vekoma,50,Steel,5
T3,705,NorthAm,3,Chain lift hill,4,Suspended Looping,88,Shoulder harness,5,Vekoma,50,Steel,5
Master Thaï,706,Europe,2,Chain lift hill,4,Family,22,Lap bar,2,Preston & Barbieri,38,Steel,5
Boomerang,707,NorthAm,3,Chain lift hill,4,Boomerang,7,Shoulder harness,5,Vekoma,50,Steel,5
MP-Xpress,708,Europe,2,Chain lift hill,4,Suspended Looping,88,Shoulder harness,5,Vekoma,50,Steel,5
Trombi,709,Europe,2,Electrical lift hill,11,0,0,Flying restraint,1,Zamperla,55,Steel,5
Mind Eraser,710,NorthAm,3,Chain lift hill,4,SLC,81,Shoulder harness,5,Vekoma,50,Steel,5
Boomerang Coast to Coaster,711,NorthAm,3,Chain lift hill,4,"Shuttle, Boomerang",78,Shoulder harness,5,Vekoma,50,Steel,5
Boomerang,712,NorthAm,3,Cable lift hill,3,Shuttle,76,Shoulder harness,5,Vekoma,50,Steel,5
Familienachterbahn,713,Europe,2,0,0,0,0,None,3,Zierer,56,Tivoli Medium,7
Coaster Express,714,Europe,2,Chain lift hill,4,Twister,91,Lap bar,2,RCCA,39,Wooden,9
Flashback,715,NorthAm,3,Chain lift hill,4,"Shuttle, Boomerang",78,Shoulder harness,5,Vekoma,50,Steel,5
Limit,716,Europe,2,Chain lift hill,4,Suspended Looping,88,Shoulder harness,5,Vekoma,50,Steel,5
Boomerang,717,NorthAm,3,Cable lift hill,3,"Shuttle, Boomerang",78,Shoulder harness,5,Vekoma,50,Steel,5
Demon,718,NorthAm,3,Chain lift hill,4,Looper,57,Shoulder harness,5,Arrow,2,Steel,5
Flight Deck,719,NorthAm,3,Chain lift hill,4,SLC,81,Shoulder harness,5,Vekoma,50,Steel,5
Time Warp,720,NorthAm,3,Electrical lift hill,11,"Flying, Volare",28,Flying restraint,1,Zamperla,55,Steel,5
Kong,721,NorthAm,3,Chain lift hill,4,SLC,81,Shoulder harness,5,Vekoma,50,Steel,5
Viking Roller Coaster,722,Europe,2,Chain lift hill,4,Wild Mouse,95,Shoulder harness,5,SBF,44,Steel,5
El Condor,723,Europe,2,Chain lift hill,4,Suspended Looping,88,Shoulder harness,5,Vekoma,50,Steel,5
Volare,724,Europe,2,Spiral lift,15,"Flying, Volare",28,Flying restraint,1,Zamperla,55,Steel,5
