name,location,continent,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
123,Cedar Point,3,4,5,5,1994,4,NA,137.7936,6,57.166132,3789.324,82.5
124,Europa Park,2,4,5,2,NA,4,38,239.4984,0,78.914117,5314.896,82.4
131,Heide Park,2,4,5,1,2014,4,NA,164.04,5,62.1371,2532.7776,81.5
133,California's Great America,3,4,5,2,1993,4,NA,101.7048,3,50.331051,2260.4712,81.4
135,Dollywood,3,4,5,5,2012,4,NA,209.9712,4,60.894358,3126.6024,81.1
141,Knott's Berry Farm,3,4,5,5,2004,4,NA,147.636,6,55.302019,3126.6024,79
142,Plopsaland,2,18,5,5,NA,14,57,111.5472,3,55.92339,1968.48,78.9
143,Hersheypark,3,4,5,5,1998,4,NA,88.5816,4,57.787503,2798.5224,78.9
144,Tivoli Gardens,2,27,9,2,NA,3,71,42.6504,0,31.06855,2362.176,78.4
145,Knott's Berry Farm,3,18,5,2,NA,4,59,150.9168,4,57.166132,2198.136,78.4
147,CineCittà World,2,22,5,3,NA,NA,25,65.616,0,NA,1499.3256,78.3
148,Kings Dominion,3,4,5,5,2008,4,NA,157.4784,5,65.243955,4209.2664,78.1
152,CineCittà World,2,22,NA,3,2014,NA,NA,108.2664,0,52.816535,2870.7,77.3
153,Walibi Belgium,2,29,5,2,NA,14,76,147.636,0,62.1371,711.9336,77.2
154,Heide Park,2,4,5,5,2011,4,11,134.5128,1,NA,1561.6608,77
156,Six Flags Great Adventure,3,4,5,1,2003,4,NA,104.9856,2,50.952422,2759.1528,76.7
157,Kings Island,3,4,5,5,2014,4,NA,167.3208,7,68.35081,4133.808,76.5
158,Tivoli Gardens,2,4,5,5,NA,4,57,91.8624,3,47.845567,1850.3712,76.3
159,Six Flags Great Adventure,3,4,5,5,1999,4,NA,141.0744,7,60.894358,3982.8912,76.1
166,Six Flags Great America,3,4,5,1,2012,4,NA,121.3896,5,55.92339,3001.932,75
167,Six Flags Great America,3,4,5,1,2003,4,NA,104.9856,2,50.952422,2798.5224,74.9
168,Särkänniemi Amusement Park,2,22,5,5,2001,4,NA,82.02,5,46.602825,2296.56,74.6
172,Parc Asterix,2,18,5,2,2017,5,NA,68.8968,0,32.311292,3044.5824,74.2
174,Phantasialand,2,31,5,2,2002,17,NA,55.7736,0,37.28226,1345.128,74.1
175,Universal Studios Hollywood,3,37,NA,2,2004,14,NA,45.9312,0,39.767744,1906.1448,74.1
176,Six Flags Discovery Kingdom,3,37,5,2,2012,14,NA,147.636,1,59.651616,NA,73.7
180,Thorpe Park,2,4,5,5,2003,4,NA,95.1432,4,47.845567,2460.6,73.2
182,Dorney Park,3,4,5,5,NA,4,57,95.1432,7,52.816535,3198.78,73
184,Tokyo Disneyland,1,50,5,2,1987,4,65,NA,0,37.28226,NA,72.4
188,Tibidabo,2,50,5,2,2008,4,NA,82.02,0,49.70968,2427.792,71.8
190,Cedar Point,3,22,5,5,2002,14,76,206.6904,0,72.079036,NA,71.5
191,Cedar Point,3,4,5,6,NA,4,11,223.0944,3,74.56452,3444.84,71.5
192,Toverland,2,29,5,2,2012,4,NA,65.616,0,43.49597,1515.7296,71.3
194,Phantasialand,2,31,5,2,2002,17,NA,55.7736,0,41.010486,1525.572,71.3
195,Six Flags St Louis,3,17,9,2,2008,4,NA,82.02,0,47.845567,2713.2216,71.2
200,Santa Cruz Beach Boardwalk,3,49,5,2,1924,4,NA,68.8968,0,55.302019,2641.044,70.3
201,Six Flags Great Adventure,3,4,5,5,1993,4,NA,104.9856,5,50.331051,2693.5368,70.1
202,Universal Studios Japan,1,29,5,2,2010,NA,NA,62.3352,0,NA,1919.268,69.7
205,Bakken,2,22,5,2,1997,1,65,62.3352,0,40.389115,NA,69.1
207,Six Flags Over Georgia,3,4,5,5,1997,4,NA,104.9856,5,50.331051,2700.0984,69
209,Chessington World of Adventures,2,31,5,2,2004,4,NA,59.0544,0,NA,1771.632,68.7
213,Six Flags Magic Mountain,3,4,5,5,1998,4,NA,154.1976,6,65.243955,4370.0256,68.2
214,Parque de Atracciones de Madrid,2,31,5,2,2005,4,NA,72.1776,0,42.253228,2066.904,68.2
215,Alton Towers,2,22,5,2,NA,2,29,65.616,0,40.389115,2480.2848,68
216,Six Flags America,3,50,5,1,2001,4,NA,114.828,5,50.331051,3339.8544,68
219,Shanghaï Disneyland,1,50,5,2,NA,4,22,45.9312,0,31.06855,1909.4256,67.5
222,Farup Sommerland,2,50,NA,5,2013,1,NA,62.3352,0,46.602825,1486.2024,67.4
223,Six Flags Great America,3,4,5,5,1992,4,NA,101.7048,5,50.331051,2700.0984,67
224,Universal Studios Florida,3,31,5,2,2009,4,97,167.3208,0,65.243955,NA,66.8
226,Ocean Park,1,55,5,2,1999,NA,65,68.8968,0,46.602825,2329.368,66.7
229,Paultons Park,2,50,NA,3,NA,NA,NA,65.616,0,NA,1295.916,66.3
231,Disney's Magic Kingdom,3,2,5,2,1980,4,65,NA,0,36.039518,2778.8376,66.2
232,La Ronde,3,4,5,5,2002,4,NA,104.9856,5,50.331051,2700.0984,66.2
241,Dollywood,3,18,5,2,2014,8,55,NA,0,34.796776,2427.792,65.4
242,Disneyland,3,51,5,2,1979,4,65,NA,0,27.961695,2670.5712,65.4
243,Foire,1,15,5,2,1992,4,NA,59.0544,0,31.06855,2493.408,65.3
247,Six Flags New England,3,4,5,5,2002,4,NA,118.1088,5,55.302019,2601.6744,64.9
250,Six Flags St Louis,3,4,5,5,1995,4,NA,104.9856,5,50.331051,2693.5368,64.3
252,Disney's Magic Kingdom,3,2,5,2,1975,4,NA,88.5816,0,27.340324,3195.4992,64
253,Efteling,2,26,5,2,2007,4,NA,75.4584,0,NA,1377.936,64
254,Disney's Magic Kingdom,3,2,5,2,1975,4,NA,88.5816,0,27.340324,3195.4992,64
257,Energylandia,2,50,5,2,NA,1,22,65.616,0,46.602825,1486.2024,63.8
259,Six Flags Magic Mountain,3,4,5,5,1994,4,NA,104.9856,5,49.70968,2700.0984,63.3
260,Six Flags Magic Mountain,3,4,5,5,NA,4,57,150.9168,7,62.758471,3986.172,63.1
262,Le Pal,2,29,5,2,2011,4,NA,72.1776,0,43.49597,1541.976,63
264,SeaWorld San Antonio,3,4,5,5,1997,4,NA,108.2664,5,50.331051,2562.3048,62.3
265,Bakken,2,22,5,2,2009,4,NA,32.808,0,NA,984.24,62.3
267,Cedar Point,3,4,5,5,1996,4,NA,144.3552,4,60.272987,3897.5904,62.1
268,Six Flags Over Georgia,3,4,5,5,1999,4,NA,108.2664,2,54.059277,2998.6512,62
270,Kings Island,3,2,5,5,1993,4,NA,78.7392,0,50.952422,2349.0528,61.8
274,Schwaben Park,2,56,5,2,2010,4,NA,72.1776,0,52.816535,1738.824,61.4
278,Disney's Magic Kingdom,3,50,5,2,2014,4,65,NA,0,NA,NA,61.1
279,Linnanmäki,2,31,5,2,2008,4,NA,55.7736,0,37.28226,1377.936,60.8
282,Six Flags Over Georgia,3,4,5,1,2002,4,NA,104.9856,2,50.952422,2755.872,60.7
283,Legoland Billund,2,56,5,2,NA,4,29,NA,0,NA,NA,60.6
284,Greenland,1,48,5,5,1994,3,NA,98.424,3,43.49597,1181.088,60.4
290,Fantasy Island Ingoldmells,2,50,5,5,1999,4,57,150.9168,3,59.651616,NA,59.6
291,SeaWorld Orlando,3,29,5,2,1998,4,94,NA,0,NA,NA,59.5
293,Six Flags Fiesta Texas,3,4,5,5,2008,4,NA,104.9856,5,49.70968,2700.0984,59.5
294,Carowinds,3,50,5,1,2004,4,NA,114.828,5,50.952422,2765.7144,59.4
297,Walt Disney Studios,2,31,5,2,NA,4,40,52.4928,0,37.903631,1391.0592,58.5
299,Mt. Olympus Water & Theme Park,3,7,5,2,1995,4,NA,68.8968,0,57.787503,1899.5832,58.2
300,Parc Saint Paul,2,34,5,2,2005,4,95,49.212,0,NA,1246.704,58.2
301,Cedar Point,3,2,3,2,1978,4,NA,124.6704,0,59.651616,3936.96,58
302,Europa Park,2,29,5,2,NA,15,22,85.3008,0,37.28226,3024.8976,57.8
303,Plopsa Coo,2,18,5,2,2011,4,NA,55.7736,0,34.175405,1312.32,57.4
304,Six flags Over Texas,3,4,5,5,1999,4,NA,104.9856,5,50.331051,2700.0984,57.3
305,Walt Disney Studios,2,50,5,5,NA,14,58,78.7392,3,57.166132,3402.1896,56.9
306,Lightwater Valley,2,45,5,2,1987,4,NA,49.212,0,40.389115,1837.248,56.8
310,Duinrell,2,18,5,2,2012,4,NA,49.212,0,NA,1181.088,55.9
311,Hong Kong Disneyland,1,50,5,2,2005,NA,NA,101.7048,0,NA,3451.4016,55.6
315,Indiana Beach,3,7,9,2,2001,3,NA,55.7736,0,44.738712,2099.712,55
318,Europa Park,2,29,5,2,NA,10,15,45.9312,0,19.262501,1656.804,54.8
319,Universal Studios Singapore,1,50,5,5,2010,11,57,NA,0,NA,NA,54.6
323,Nagashima Spa Land,1,48,5,5,NA,4,NA,95.1432,3,44.117341,1377.936,54
326,Six flags Over Texas,3,18,5,2,2008,4,NA,52.4928,0,31.06855,1351.6896,53.4
327,Port Aventura,2,22,5,5,2007,13,NA,45.9312,1,83.885085,2952.72,53.3
331,Särkänniemi Amusement Park,2,55,5,2,2010,16,NA,NA,0,42.253228,NA,52.7
333,OK Corral,2,18,5,2,2012,1,76,NA,0,NA,NA,52.6
334,Farup Sommerland,2,42,5,2,2004,4,NA,65.616,0,46.602825,2040.6576,52.5
335,Kings Island,3,37,5,2,2005,14,50,45,0,39.767744,NA,52.4
336,Paultons Park,2,50,2,3,NA,NA,NA,656.16,0,NA,65.616,52.3
338,Hersheypark,3,35,5,2,1946,4,NA,85.3008,0,50.331051,3359.5392,52.1
339,Knoebels,3,56,5,2,2015,4,NA,98.424,4,55.302019,1975.0416,52
344,Parque de Atracciones de Madrid,2,18,5,2,2012,4,65,55.7736,0,NA,1476.36,51.3
346,Kings Dominion,3,37,5,2,2006,14,NA,45.9312,0,39.767744,1958.6376,51.2
347,Busch Gardens Williamsburg,3,17,3,2,2017,NA,91,75.4584,0,47.845567,NA,51.1
356,Chessington World of Adventures,2,2,5,5,1990,4,NA,55.7736,0,45.981454,2349.0528,50.4
357,Santa Cruz Beach Boardwalk,3,31,5,2,2013,4,NA,49.212,0,39.767744,1410.744,50.4
359,Alton Towers,2,31,5,2,2004,4,NA,55.7736,0,37.28226,1476.36,50.2
360,Jardin d'Acclimatation,2,18,2,2,2018,4,NA,36.0888,0,NA,1312.32,50.2
361,Djurs Sommerland,2,29,5,2,2011,4,NA,91.8624,0,43.49597,1492.764,49.9
362,Klotten (Wild- und Freizeitpark),2,18,5,NA,2004,4,5,55.7736,0,34.175405,1745.3856,49.8
363,Gröna Lund,2,50,5,2,NA,1,22,65.616,0,34.175405,1312.32,49.7
364,Hersheypark,3,45,5,2,1977,4,57,NA,1,NA,NA,49.7
365,Energylandia,2,22,5,3,2018,17,NA,164.04,0,68.35081,NA,49.6
366,Six Flags St Louis,3,18,5,2,2007,4,NA,52.4928,0,31.06855,1351.6896,49.5
367,Kennywood,3,1,5,2,1921,4,NA,68.8968,0,44.738712,2132.52,49.2
370,Walibi Holland,2,50,5,5,2e3,14,NA,85.3008,3,55.92339,3267.6768,48.9
371,Movieland Park,2,50,5,5,NA,4,45,131.232,3,49.70968,1017.048,48.7
373,Great Escape,3,35,5,2,1994,4,NA,95.1432,0,55.302019,4196.1432,48.6
374,Blackpool Pleasure Beach,2,2,5,5,1979,NA,76,55.7736,1,44.738712,633.1944,48.3
375,Greenland,1,32,NA,2,1998,4,NA,131.232,0,60.894358,5459.2512,48.3
376,Disneyland,3,2,5,NA,1959,4,5,78.7392,0,26.718953,2132.52,48.3
377,Tobu Zoo Park,1,22,5,2,2e3,4,NA,121.3896,0,55.92339,4376.5872,48.3
379,Indiana Beach,3,42,5,NA,2008,4,NA,95.1432,3,40.389115,NA,48
380,Gardaland,2,22,5,3,2003,3,NA,55.7736,0,37.28226,2296.56,47.8
381,Europa Park,2,29,5,2,NA,4,22,75.4584,0,43.49597,2742.7488,47.8
382,Mirabilandia,2,22,5,2,2012,17,NA,164.04,0,68.35081,NA,47.7
383,Bakken,2,1,5,2,1932,3,NA,72.1776,0,46.602825,3238.1496,47.7
384,Djurs Sommerland,2,18,5,NA,2002,NA,5,NA,0,NA,NA,47.7
386,Kings Island,3,35,9,2,1972,4,NA,88.5816,0,60.894358,3412.032,47.4
387,Fun Spot America,3,50,5,2,NA,1,22,65.616,0,34.175405,1295.916,47.3
388,Blackpool Pleasure Beach,2,29,5,2,1988,4,NA,65.616,0,31.06855,1492.764,47.3
389,Cedar Point,3,2,3,2,1978,4,NA,124.6704,0,59.651616,3936.96,47.3
391,Bonbon-Land,2,18,5,2,2007,4,NA,52.4928,0,34.175405,1302.4776,46.5
394,Six Flags New England,3,13,9,2,1941,4,91,68.8968,0,NA,2864.1384,46
395,Ferrari World,1,31,5,2,2010,14,NA,NA,0,NA,3280.8,45.8
396,Bellewaerde,2,56,5,2,2013,1,NA,49.212,0,31.06855,1640.4,45.8
398,Parc Saint Paul,2,34,5,2,2e3,1,NA,49.212,0,43.49597,1082.664,45.7
400,Canada's Wonderland,3,2,5,5,1991,4,NA,91.8624,0,55.302019,2559.024,45.4
401,Kings Dominion,3,35,9,2,1975,4,NA,85.3008,0,55.92339,3369.3816,44.8
402,Busch Gardens Tampa,3,29,5,2,2016,17,NA,68.8968,0,40.389115,2099.712,44.7
403,Six Flags Magic Mountain,3,45,5,2,1976,NA,57,111.5472,1,55.302019,3457.9632,44.5
404,Kennywood,3,24,5,2,1927,4,NA,72.1776,0,NA,2250.6288,44.3
405,Blackpool Pleasure Beach,2,54,9,2,1923,4,NA,59.0544,0,NA,3300.4848,44.2
407,Parc Asterix,2,29,5,2,2001,4,NA,101.7048,0,37.28226,2952.72,43.6
408,Efteling,2,19,5,2,1985,4,NA,65.616,0,37.28226,1719.1392,43.6
410,Greenland,1,48,5,5,1991,4,NA,124.6704,0,NA,2624.64,43
412,Six Flags Magic Mountain,3,2,5,5,1988,4,NA,59.0544,0,54.680648,2706.66,42.8
413,SeaWorld San Antonio,3,22,NA,3,2017,16,NA,62.3352,0,44.117341,2598.3936,42.7
414,Six Flags Great Adventure,3,4,5,5,2011,4,NA,154.1976,5,63.379842,4156.7736,42.5
415,Parc du Petit Prince,2,56,5,2,NA,1,22,NA,0,NA,NA,42.3
416,Indiana Beach,3,7,9,2,1994,4,NA,78.7392,0,50.952422,2890.3848,41.6
417,Wiener Prater,2,31,5,2,2013,NA,96,36.0888,0,21.747985,984.24,41.5
419,Blackpool Pleasure Beach,2,49,9,NA,NA,4,91,NA,0,NA,NA,41.5
422,Heide Park,2,29,5,2,1994,4,NA,88.5816,0,32.932663,3247.992,41.4
423,Ferrari World,1,31,5,2,2010,14,NA,NA,0,NA,3280.8,41.3
426,Parque de Atracciones de Madrid,2,22,5,5,1999,4,NA,98.424,3,49.70968,2624.64,41
427,Adventureland,3,7,5,2,1996,4,NA,NA,0,NA,984.24,40.9
429,California's Great America,3,4,5,5,1991,4,NA,91.8624,2,39.767744,1919.268,40.9
430,Waldameer,3,31,5,2,2004,4,NA,52.4928,0,37.28226,1391.0592,40.7
431,Blackpool Pleasure Beach,2,9,5,2,1935,4,NA,62.3352,0,39.767744,3300.4848,40.6
434,TusenFryd,2,29,6,2,2003,NA,NA,95.1432,0,47.224196,1099.068,40.1
440,Europa Park,2,29,5,2,1984,NA,14,19.6848,0,27.961695,866.1312,39.6
442,Flamingo Land Theme Park and Zoo,2,50,5,5,2006,4,NA,124.6704,4,54.680648,2201.4168,39.5
443,Legoland Deutschland,2,56,5,2,2002,1,NA,52.4928,0,37.28226,2821.488,39.5
445,Foire,1,45,5,3,NA,4,NA,NA,0,NA,NA,39.2
446,Kennywood,3,1,5,2,1924,4,NA,95.1432,0,55.302019,2887.104,39.2
447,Silver Dollar City,3,49,5,2,1972,NA,NA,NA,0,NA,NA,39.1
451,Europa Park,2,29,5,2,NA,15,22,85.3008,0,37.28226,2877.2616,38.5
452,Mt. Olympus Water & Theme Park,3,7,5,NA,1996,NA,NA,59.0544,0,NA,NA,38.4
453,Duinrell,2,18,5,5,2009,NA,21,72.1776,2,NA,1049.856,38.4
454,Six Flags Great America,3,29,5,2,2008,4,95,NA,0,NA,1213.896,38.4
456,Skyline Park,2,45,5,2,NA,4,22,49.212,0,31.06855,1837.248,38.1
457,Hersheypark,3,31,5,2,2015,4,NA,NA,0,40.389115,1400.9016,37.9
458,Pacific Park,3,33,5,2,1996,4,NA,55.7736,0,34.796776,1299.1968,37.9
461,Drayton Manor,2,22,5,5,1994,4,NA,118.1088,4,49.70968,1640.4,37.6
462,Six Flags America,3,24,5,2,1990,4,NA,98.424,0,52.816535,3999.2952,37.6
465,Kings Dominion,3,35,5,2,1974,4,NA,36.0888,0,34.796776,1384.4976,37.1
466,Canada's Wonderland,3,3,5,2,NA,4,29,59.0544,0,NA,1000.644,37
467,Kings Island,3,50,5,5,NA,4,78,160.7592,3,50.331051,1013.7672,36.8
468,Dollywood,3,49,5,2,1978,NA,NA,NA,0,NA,NA,36.6
469,Plopsa Coo,2,50,5,2,NA,4,89,NA,0,NA,1870.056,36.6
472,Bobbejaanland,2,31,5,2,2011,4,NA,55.7736,0,34.175405,1410.744,36
473,Parc des Combes,2,52,5,4,2007,3,NA,NA,0,NA,1427.148,35.9
474,Plopsaland,2,29,5,2,2006,17,NA,78.7392,0,42.253228,984.24,35.9
477,Six Flags Great Adventure,3,29,5,2,2008,4,95,NA,0,NA,1213.896,35.5
478,Kings Dominion,3,29,5,2,1988,NA,5,60,0,35,NA,35.4
479,Flamingo Land Theme Park and Zoo,2,42,5,5,2009,4,18,98.424,2,NA,NA,34.9
480,Six flags Over Texas,3,53,5,2,1980,4,NA,72.1776,0,52.816535,2673.852,34.6
482,CineCittà World,2,29,NA,3,NA,NA,NA,NA,0,NA,NA,34.5
483,Six flags Over Texas,3,22,5,2,1986,4,NA,59.0544,0,31.689921,1489.4832,34.4
484,Carowinds,3,35,9,2,1975,4,91,NA,0,NA,1354.9704,34.1
486,Fort Fun Abenteuerland,2,50,5,2,1996,4,NA,65.616,0,NA,1345.128,33.5
487,Kings Dominion,3,49,9,2,1982,4,91,88.5816,0,NA,3149.568,33.4
488,Walt Disney Studios,2,22,5,5,2010,14,36,82.02,0,NA,269.0256,33.1
489,SeaWorld San Antonio,3,29,5,2,2007,4,NA,98.424,0,49.70968,NA,32.7
490,Movie Park Germany,2,50,5,2,2007,4,23,42.6504,0,NA,964.5552,32.5
491,Kings Dominion,3,35,9,2,1975,4,NA,85.3008,0,55.92339,3369.3816,32.3
492,Luna Park,3,55,5,NA,2011,12,67,65.616,0,39.767744,1194.2112,32.3
495,Nigloland,2,36,5,5,2002,4,NA,65.616,2,43.49597,1312.32,32
496,Alton Towers,2,29,5,5,1992,NA,14,19.6848,0,22.369356,1000.644,31.8
497,Flamingo Land Theme Park and Zoo,2,50,5,2,2005,13,NA,55.7736,0,52.195164,2109.5544,31.6
498,Steinwasen Park,2,29,1,2,1998,NA,NA,NA,0,27.961695,NA,31.4
499,Knott's Berry Farm,3,55,5,NA,2008,12,67,42.6504,0,37.28226,1312.32,31.4
500,Wiener Prater,2,36,5,2,1997,4,NA,68.8968,0,NA,2559.024,31.2
501,Legoland Florida,3,30,5,2,2004,4,NA,39.3696,0,32.311292,1364.8128,30.9
506,Cedar Point,3,2,5,5,1987,4,NA,75.4584,0,39.767744,2821.488,30.8
508,Tivoli Gardens,2,29,5,2,1985,11,33,NA,0,37.28226,984.24,30.3
509,California's Great America,3,2,5,2,2001,4,95,NA,0,NA,1256.5464,30
510,Linnanmäki,2,56,5,2,2e3,1,NA,22.9656,0,24.85484,1181.088,29.9
511,Fraispertuis City,2,47,5,2,NA,4,22,39.3696,0,31.06855,1246.704,29.6
512,Parc du Bocasse,2,47,5,2,2004,4,NA,NA,0,NA,NA,29.4
513,Nigloland,2,29,5,2,1992,11,14,26.2464,0,22.369356,NA,29.3
514,Six Flags America,3,4,5,5,2012,4,NA,101.7048,2,55.302019,2900.2272,29.2
515,Skara Sommarland,2,31,NA,2,2011,NA,NA,36.0888,0,22.369356,984.24,29.1
516,Bellewaerde,2,52,NA,3,2017,3,NA,82.02,0,24.85484,1607.592,29.1
517,Six Flags America,3,17,5,2,1998,4,NA,88.5816,0,50.331051,3198.78,29
518,Bellewaerde,2,52,2,3,2017,NA,NA,82.02,0,24.85484,1607.592,29
519,Hansa Park,2,50,5,2,1993,4,NA,52.4928,0,31.06855,1712.5776,28.8
520,Six Flags Over Georgia,3,35,9,2,1973,4,NA,104.9856,0,57.166132,3451.4016,28.2
523,California's Great America,3,25,5,2,1986,4,NA,91.8624,0,55.302019,3251.2728,27.9
524,Kings Island,3,35,9,2,1972,4,91,NA,0,NA,1348.4088,27.8
525,Port Aventura,2,2,5,2,1995,4,65,55.7736,0,NA,3307.0464,27.5
526,PowerPark,2,28,5,2,2003,4,NA,52.4928,0,NA,918.624,27.5
527,Toverland,2,50,5,2,2001,1,20,30,0,NA,NA,27.5
528,Energylandia,2,50,5,5,NA,4,81,108.2664,5,49.70968,2260.4712,27.3
529,Drievliet Family Park,2,29,5,2,2005,11,14,36.0888,0,NA,859.5696,27.3
530,Holiday Park,2,56,5,2,NA,1,26,29.5272,0,24.85484,728.3376,27.3
531,Heide Park,2,29,5,2,1985,NA,14,19.6848,0,27.961695,1213.896,27.2
532,Rainbow MagicLand,2,31,5,2,2011,4,NA,55.7736,0,36.039518,1410.744,26.9
534,Canada's Wonderland,3,50,5,5,NA,1,22,49.212,0,26.097582,1122.0336,26.7
536,Avonturenpark Hellendoorn,2,50,5,2,1996,NA,NA,NA,0,27.961695,1000.644,26.2
538,Hong Kong Disneyland,1,22,5,5,2011,14,36,82.02,0,NA,262.464,25.9
539,Universal Studios Hollywood,3,29,5,2,2016,NA,98,NA,0,NA,984.24,25.7
540,Six flags Over Texas,3,37,5,2,1996,4,NA,52.4928,0,39.767744,1496.0448,25.7
545,Hersheypark,3,2,5,2,1974,4,65,NA,0,NA,NA,24.6
546,TusenFryd,2,50,5,2,2012,1,NA,42.6504,0,28.583066,1099.068,24.6
