name,location,country,status,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
Steel Vengeance,Cedar Point,United States,Operating,RMC,Hybrid,Lap bar,2018,Chain lift hill,NA,206.6904,4,73.943149,5741.4,100
Fury 325,Carowinds,United States,Operating,B&M,Steel,Lap bar,2015,Chain lift hill,"Giga, Hyper",324.7992,0,95.069763,6600.9696,99.5
Maverick,Cedar Point,United States,Operating,Intamin,Steel,Shoulder harness,2007,Magnetic Launch (LIM/LSM),Rocket,104.9856,2,70.214923,4448.7648,99.2
Twisted Timbers,Kings Dominion,United States,Operating,RMC,Hybrid,Lap bar,2018,Chain lift hill,Looper,111.5472,3,54.059277,3359.5392,99.1
El Toro,Six Flags Great Adventure,United States,Operating,Intamin,Wooden,Lap bar,2006,Cable lift hill,Twister,180.444,0,70.214923,4399.5528,98.9
Wildfire,Kolmården,Sweden,Operating,RMC,Wooden,Lap bar,2016,Chain lift hill,"Twister, Terrain",187.0056,3,70.214923,4265.04,98.8
Eejanaika,Fuji-Q Highland,Japan,Operating,S&S,Steel,Shoulder harness,2006,Chain lift hill,NA,249.3408,2,78.292746,3782.7624,98.8
Lightning Rod,Dollywood,United States,Operating,RMC,Wooden,Lap bar,2016,Magnetic Launch (LIM/LSM),NA,164.04,0,73.321778,3799.1664,98.8
Twisted Colossus,Six Flags Magic Mountain,United States,Operating,RMC,Hybrid,Lap bar,2015,Chain lift hill,NA,121.3896,2,57.166132,4986.816,98.8
Shambhala,Port Aventura,Spain,Operating,B&M,Steel,Lap bar,2012,Chain lift hill,Hyper,249.3408,0,83.263714,5131.1712,98.2
Hyperion,Energylandia,Poland,Operating,Intamin,Steel,Lap bar,2018,Chain lift hill,"Hyper, Out & Back",252.6216,1,86.99194,4757.16,98.2
Taron,Phantasialand,Germany,Operating,Intamin,Steel,Lap bar,2016,Magnetic Launch (LIM/LSM),NA,98.424,0,72.700407,4330.656,98.1
Wicked Cyclone,Six Flags New England,United States,Operating,RMC,Hybrid,Lap bar,2015,Chain lift hill,NA,108.2664,3,55.302019,3320.1696,98
Expedition Ge Force,Holiday Park,Germany,Operating,Intamin,Steel,Lap bar,2001,Cable lift hill,Megacoaster,173.8824,0,74.56452,4002.576,97.9
Helix,Liseberg,Sweden,Operating,Mack,Steel,Lap bar,2014,Magnetic Launch (LIM/LSM),"Looper, Terrain",134.5128,7,62.1371,4530.7848,97.8
Wonder Woman Golden Lasso,Six Flags Fiesta Texas,United States,Operating,RMC,Steel,Lap bar,2018,Chain lift hill,"Looper, Raptor",114.828,3,52.195164,1804.44,97.5
Storm Chaser,Kentucky Kingdom,United States,Operating,RMC,Steel,Lap bar,2016,Chain lift hill,NA,101.7048,3,52.195164,2742.7488,97.3
Outlaw Run,Silver Dollar City,United States,Operating,RMC,Hybrid,Lap bar,2013,Chain lift hill,NA,164.04,2,68.35081,NA,97.1
Twisted Cyclone,Six Flags Over Georgia,United States,Operating,RMC,Hybrid,Lap bar,2018,Chain lift hill,NA,101.7048,3,50.331051,2401.5456,97
Top Thrill Dragster,Cedar Point,United States,Operating,Intamin,Steel,Lap bar,2003,Hydraulic cable launch,"Rocket, Strata",419.9424,0,119.303232,2798.5224,96.9
Lech Coaster,Legendia,Poland,Operating,Vekoma,Steel,Vest restraint,2017,Chain lift hill,Looper,131.232,0,59.030245,2978.9664,96.8
Goliath,Six Flags Great America,United States,Operating,RMC,Wooden,Lap bar,2014,Chain lift hill,Twister,180.444,2,71.457665,3116.76,96.7
Iron Rattler,Six Flags Fiesta Texas,United States,Operating,RMC,Hybrid,Lap bar,2013,Chain lift hill,NA,180.444,1,70.214923,3267.6768,96.5
X2,Six Flags Magic Mountain,United States,Operating,Arrow,Steel,Shoulder harness,2002,Chain lift hill,NA,173.8824,6,75.807262,3608.88,96.1
iSpeed,Mirabilandia,Italy,Operating,Intamin,Steel,Shoulder harness,2009,Magnetic Launch (LIM/LSM),Rocket,180.444,3,74.56452,3280.8,95.9
Katun,Mirabilandia,Italy,Operating,B&M,Steel,Shoulder harness,2e3,Chain lift hill,NA,164.04,6,64.622584,3936.96,95.8
Intimidator 305,Kings Dominion,United States,Operating,Intamin,Steel,Shoulder harness,2010,Cable lift hill,Giga,305.1144,0,90.098795,5101.644,95.8
Flying Dinosaur,Universal Studios Japan,Japan,Operating,B&M,Steel,Flying restraint,2016,Chain lift hill,NA,124.6704,5,NA,3687.6192,95.8
Flying Aces,Ferrari World,United Arab Emirates,Operating,Intamin,Steel,Lap bar,2016,Cable lift hill,NA,206.6904,1,74.56452,4921.2,95.4
Phoenix,Knoebels,United States,Operating,Philadelphia Toboggan Coaster,Wooden,Lap bar,1985,Chain lift hill,Out & Back,78.7392,0,44.738712,3198.78,95.3
Time Traveler,Silver Dollar City,United States,Operating,Mack,Steel,Lap bar,2018,Magnetic Launch (LIM/LSM),Launched Spinning,98.424,3,49.70968,3018.336,95.2
Millennium Force,Cedar Point,United States,Operating,Intamin,Steel,Lap bar,2e3,Cable lift hill,Giga,308.3952,0,93.20565,6594.408,95.2
Mako,SeaWorld Orlando,United States,Operating,B&M,Steel,Lap bar,2016,Chain lift hill,"Hyper, Out & Back",200.1288,0,71.457665,4757.16,94.9
Griffon,Busch Gardens Williamsburg,United States,Operating,B&M,Steel,Shoulder harness,2007,Chain lift hill,Dive,203.4096,2,74.56452,3116.76,94.6
Goliath,Walibi Holland,Netherlands,Operating,Intamin,Steel,Lap bar,2002,Cable lift hill,Megacoaster,154.1976,0,65.865326,3982.8912,94.5
Joker,Six Flags Discovery Kingdom,United States,Operating,RMC,Hybrid,Lap bar,2016,Chain lift hill,NA,101.7048,3,52.816535,3198.78,94.3
Balder,Liseberg,Sweden,Operating,Intamin,Wooden,Lap bar,2003,Chain lift hill,Twister,118.1088,0,55.92339,3510.456,94.3
Lightning Run,Kentucky Kingdom,United States,Operating,Chance Rides,Steel,Lap bar,2014,Chain lift hill,NA,101.7048,0,55.92339,2509.812,94
Nemesis,Alton Towers,United Kingdom,Operating,B&M,Steel,Shoulder harness,NA,Chain lift hill,Terrain,42.6504,4,50.331051,2349.0528,93.9
Schwur des Kärnan,Hansa Park,Germany,Operating,Gerstlauer,Steel,Lap bar,2015,Chain lift hill,Infinity,239.4984,1,78.914117,4051.788,93.6
OzIris,Parc Asterix,France,Operating,B&M,Steel,Shoulder harness,2012,Chain lift hill,NA,131.232,5,56.544761,3280.8,93.6
Goliath,Six Flags Over Georgia,United States,Operating,B&M,Steel,Lap bar,2006,Chain lift hill,Hyper,200.1288,0,69.593552,4478.292,93.4
New Texas Giant,Six flags Over Texas,United States,Operating,RMC,Hybrid,Lap bar,2011,Chain lift hill,NA,154.1976,0,65.243955,4199.424,93.2
Fenix,Toverland,Netherlands,Operating,B&M,Steel,Vest restraint,2018,Chain lift hill,NA,131.232,3,59.030245,2667.2904,92.8
Superman : the Ride,Six Flags New England,United States,Operating,Intamin,Steel,Lap bar,2e3,Chain lift hill,Megacoaster,206.6904,0,77.050004,5400.1968,92.8
Montu,Busch Gardens Tampa,United States,Operating,B&M,Steel,Shoulder harness,1996,Chain lift hill,NA,150.9168,7,59.651616,3982.8912,92.7
SheiKra,Busch Gardens Tampa,United States,Operating,B&M,Steel,Shoulder harness,2005,Chain lift hill,Dive,200.1288,1,70.214923,3188.9376,92.5
Xcelerator,Knott's Berry Farm,United States,Operating,Intamin,Steel,Lap bar,2002,Hydraulic cable launch,Rocket,203.4096,0,82.020972,2201.4168,92.4
Skyrush,Hersheypark,United States,Operating,Intamin,Steel,Shoulder harness,2012,Cable lift hill,Megacoaster,196.848,0,74.56452,3608.88,92.4
Tron Lightcycle Power Run,Shanghaï Disneyland,China,Operating,Vekoma,Steel,Shoulder harness,2016,Magnetic Launch (LIM/LSM),NA,78.7392,0,59.030245,3182.376,92.3
Afterburn,Carowinds,United States,Operating,B&M,Steel,Shoulder harness,1999,Chain lift hill,NA,111.5472,6,62.1371,2952.72,92.2
Tatsu,Six Flags Magic Mountain,United States,Operating,B&M,Steel,Flying restraint,2006,Chain lift hill,NA,170.6016,4,62.1371,3599.0376,92.1
Superman la Atraccion de Acero,Parque Warner Madrid,Spain,Operating,B&M,Steel,Shoulder harness,2002,Chain lift hill,NA,164.04,7,65.243955,3936.96,92
Kingda Ka,Six Flags Great Adventure,United States,Operating,Intamin,Steel,Shoulder harness,2005,Hydraulic cable launch,"Rocket, Strata",456.0312,0,128.002426,3116.76,91.9
Nitro,Six Flags Great Adventure,United States,Operating,B&M,Steel,Lap bar,2001,Chain lift hill,Hyper,229.656,0,79.535488,5393.6352,91.6
Thunderbird,Holiday World,United States,Operating,B&M,Steel,Shoulder harness,2015,Magnetic Launch (LIM/LSM),NA,141.0744,4,62.1371,3034.74,91.1
Manta,SeaWorld Orlando,United States,Operating,B&M,Steel,Flying restraint,2009,Chain lift hill,NA,141.0744,4,60.272987,3359.5392,90.9
Kawasemi,Tobu Zoo Park,Japan,Operating,Intamin,Steel,Unknown,2008,Cable lift hill,Megalite,104.9856,0,54.059277,2460.6,90.8
Piraten,Djurs Sommerland,Denmark,Operating,Intamin,Steel,Lap bar,2008,Chain lift hill,Megalite,104.9856,0,55.92339,2477.004,90.8
GateKeeper,Cedar Point,United States,Operating,B&M,Steel,Flying restraint,2013,Chain lift hill,NA,170.6016,6,67.108068,4163.3352,90.5
Black Mamba,Phantasialand,Germany,Operating,B&M,Steel,Shoulder harness,2006,Chain lift hill,NA,85.3008,4,49.70968,NA,90.3
Do-Dodonpa,Fuji-Q Highland,Japan,Operating,S&S,Steel,Lap bar,2001,Compressed air launch,Air Powered,170.6016,0,106.875812,3900.8712,90.2
The Monster,Walygator Parc,France,Operating,B&M,Steel,Shoulder harness,2010,Chain lift hill,NA,137.7936,6,57.166132,3936.96,90.1
Alpina Blitz,Nigloland,France,Operating,Mack,Steel,Lap bar,NA,Chain lift hill,Megacoaster,98.424,0,62.1371,2624.64,89.9
Alpengeist,Busch Gardens Williamsburg,United States,Operating,B&M,Steel,Shoulder harness,1997,Chain lift hill,NA,196.848,6,67.108068,NA,89.9
Troy,Toverland,Netherlands,Operating,GCI,Wooden,Lap bar,2007,Chain lift hill,Twister,114.828,0,NA,3280.8,89.5
Ravine Flyer II,Waldameer,United States,Operating,Gravity Group,Hybrid,Lap bar,2008,Chain lift hill,Twister,78.7392,0,56.544761,2900.2272,89.2
Icon,Blackpool Pleasure Beach,United Kingdom,Operating,Mack,Steel,Lap bar,2018,Magnetic Launch (LIM/LSM),Looper,88.5816,1,49.70968,3749.9544,89.1
Battlestar Galactica - CYLON,Universal Studios Singapore,Singapore,Operating,Vekoma,Steel,Shoulder harness,2010,Electrical lift hill,NA,137.7936,0,55.92339,NA,89
Stealth,Thorpe Park,United Kingdom,Operating,Intamin,Steel,Shoulder harness,2006,Hydraulic cable launch,Rocket,206.6904,0,83.885085,1312.32,88.9
Superman Krypton Coaster,Six Flags Fiesta Texas,United States,Operating,B&M,Steel,Shoulder harness,2e3,Chain lift hill,NA,167.3208,6,70.214923,4025.5416,88.6
Behemoth,Canada's Wonderland,Canada,Operating,B&M,Steel,Lap bar,2008,Chain lift hill,Hyper,229.656,0,77.050004,5318.1768,88.5
Wodan : Timbur Coaster,Europa Park,Germany,Operating,GCI,Wooden,Lap bar,2012,Chain lift hill,Twister,114.828,0,62.1371,3444.84,88.5
Red Force,Ferrari Land,Spain,Operating,Intamin,Steel,Lap bar,2017,Magnetic Launch (LIM/LSM),"Rocket, Strata",367.4496,0,114.953635,2887.104,88.3
Apollo's Chariot,Busch Gardens Williamsburg,United States,Operating,B&M,Steel,Lap bar,1999,Chain lift hill,Hyper,170.6016,0,73.321778,4881.8304,88
Full Throttle,Six Flags Magic Mountain,United States,Operating,Premier Rides,Steel,Lap bar,2013,Magnetic Launch (LIM/LSM),Launched Looping,157.4784,2,69.593552,2198.136,88
Storm Runner,Hersheypark,United States,Operating,Intamin,Steel,Shoulder harness,2004,Hydraulic cable launch,Rocket,183.7248,3,74.56452,2644.3248,88
Mystic Timbers,Kings Island,United States,Operating,GCI,Wooden,Lap bar,2017,Chain lift hill,Twister,108.2664,0,52.816535,3264.396,87.8
Junker,PowerPark,Finland,Operating,Gerstlauer,Infinity,Lap bar,2015,Magnetic Launch (LIM/LSM),NA,131.232,3,64.622584,2821.488,87.4
Revenge of the Mummy,Universal Studios Florida,United States,Operating,Premier Rides,Steel,Lap bar,2004,Magnetic Launch (LIM/LSM),Launched Indoor,45.9312,0,40.389115,2198.136,87.4
Talon,Dorney Park,United States,Operating,B&M,Steel,Shoulder harness,2001,Chain lift hill,NA,134.5128,4,57.787503,3116.76,87.3
Mr Freeze Reverse Blast,Six flags Over Texas,United States,Operating,Premier Rides,Steel,Lap bar,1998,Magnetic Launch (LIM/LSM),Shuttle,216.5328,1,70.214923,1299.1968,87.1
Colossos,Heide Park,Germany,Temporarily closed,Intamin,Wooden,Lap bar,2001,Chain lift hill,Out & Back,167.3208,0,68.35081,4921.2,86.9
Cheetah Hunt,Busch Gardens Tampa,United States,Operating,Intamin,Steel,Shoulder harness,2011,Magnetic Launch (LIM/LSM),Rocket,101.7048,1,60.272987,4429.08,86.8
Harry Potter and the Escape from Gringotts,Universal Studios Florida,United States,Operating,Intamin,Steel,Lap bar,2014,Magnetic Launch (LIM/LSM),Dark Ride,NA,0,NA,NA,86.8
Mr. Freeze Reverse Blast,Six Flags St Louis,United States,Operating,Premier Rides,Steel,Lap bar,1998,Magnetic Launch (LIM/LSM),NA,216.5328,1,70.214923,1299.1968,86.8
Diamondback,Kings Island,United States,Operating,B&M,Steel,Lap bar,2009,Chain lift hill,Hyper,229.656,0,80.156859,5282.088,86.3
Galactica,Alton Towers,United Kingdom,Operating,B&M,Steel,Flying restraint,2002,Chain lift hill,NA,65.616,3,46.602825,2755.872,86.2
Fluch Von Novgorod,Hansa Park,Germany,Operating,Gerstlauer,Steel,Shoulder harness,2009,"Chain lift hill, Magnetic Launch (LIM/LSM)",Euro-Fighter,131.232,1,62.1371,NA,86.1
Goliath,La Ronde,Canada,Operating,B&M,Steel,Lap bar,2006,Chain lift hill,Hyper,173.8824,0,68.35081,4038.6648,85.8
Blue Fire,Europa Park,Germany,Operating,Mack,Steel,Lap bar,2009,Magnetic Launch (LIM/LSM),Looper,124.6704,4,62.1371,3464.5248,85.7
Beast,Kings Island,United States,Operating,Charlie Dinn,Wooden,Lap bar,1979,Chain lift hill,NA,111.5472,0,64.622584,7358.8344,85.7
Patriot,Worlds of Fun,United States,Operating,B&M,Steel,Shoulder harness,2006,Chain lift hill,NA,150.9168,4,59.651616,3080.6712,85.5
Incredible Hulk,Universal Studios Islands of Adventure,United States,Operating,B&M,Steel,Shoulder harness,NA,Tire propelled launch,Looper,108.2664,7,66.486697,3697.4616,85.5
Kumba,Busch Gardens Tampa,United States,Operating,B&M,Steel,Shoulder harness,1993,Chain lift hill,Looper,141.0744,7,59.651616,3969.768,85.4
Baron 1898,Efteling,Netherlands,Operating,B&M,Steel,Shoulder harness,2015,Chain lift hill,Dive,124.6704,2,55.92339,1640.4,85.3
Medusa,Six Flags Discovery Kingdom,United States,Operating,B&M,Steel,Shoulder harness,2e3,Chain lift hill,NA,150.9168,7,65.243955,3936.96,85.2
Incredicoaster,Disney California Adventure,United States,Operating,Intamin,Steel,Shoulder harness,2001,Magnetic Launch (LIM/LSM),Looper,108.2664,1,54.680648,6069.48,85.2
Mine Blower,Fun Spot Kissimmee,United States,Operating,Gravity Group,Wooden,Lap bar,2017,Chain lift hill,NA,82.02,1,48.466938,2289.9984,84.9
Lost Gravity,Walibi Holland,Netherlands,Operating,Mack,Steel,Lap bar,2016,Chain lift hill,BigDipper,104.9856,2,54.059277,2230.944,84.9
Stunt Fall,Parque Warner Madrid,Spain,Operating,Vekoma,Steel,Shoulder harness,2002,Cable lift hill,Multielement Inverted Shuttle,190.2864,3,65.865326,1204.0536,84.7
Oblivion - The Black Hole,Gardaland,Italy,Operating,B&M,Steel,Shoulder harness,2015,Chain lift hill,Dive,141.0744,2,62.1371,1856.9328,84.6
PowderKeg,Silver Dollar City,United States,Operating,S&S,Steel,Lap bar,NA,"Chain lift hill, Compressed air launch",Air Powered,98.424,0,62.1371,3503.8944,84.3
Raptor,Gardaland,Italy,Operating,B&M,Steel,Shoulder harness,2011,Chain lift hill,NA,108.2664,3,55.92339,2526.216,84.2
Wildfire,Silver Dollar City,United States,Operating,B&M,Steel,Shoulder harness,NA,Chain lift hill,Looper,121.3896,5,65.865326,3074.1096,84.2
Verbolten,Busch Gardens Williamsburg,United States,Operating,Zierer,Steel,Lap bar,2012,Magnetic Launch (LIM/LSM),Launched,NA,0,52.816535,2834.6112,84.1
Hair Raiser,Ocean Park,China,Operating,B&M,Steel,Shoulder harness,NA,Chain lift hill,Looper,114.828,4,55.92339,2788.68,84.1
Expedition Everest,Disney's Animal Kingdom,United States,Operating,Vekoma,Steel,Lap bar,2006,Chain lift hill,Freeform Mine Train,111.5472,0,49.70968,4399.5528,84
Star Trek: Operation Enterprise,Movie Park Germany,Germany,Operating,Mack,Steel,Lap bar,2017,Magnetic Launch (LIM/LSM),Looper,147.636,3,55.92339,2362.176,83.9
Revenge of the Mummy,Universal Studios Singapore,Singapore,Operating,Premier Rides,Steel,Shoulder harness,2010,Magnetic Launch (LIM/LSM),Indoor Launched,45,0,44.738712,2198.136,83.9
Monster,Adventureland,United States,Operating,Gerstlauer,Steel,Lap bar,2016,Chain lift hill,Infinity,134.5128,5,65.243955,2499.9696,83.8
El Toro,Freizeitpark Plohn,Germany,Operating,GCI,Wooden,Lap bar,2009,Chain lift hill,Twister,91.8624,0,46.602825,2460.6,83.8
Olympia looping,Foire,N/A,Operating,Schwarzkopf,Steel,Shoulder harness,1989,Booster wheel lift hill,Looper,124.6704,5,49.70968,4101,83.5
Kraken,SeaWorld Orlando,United States,Operating,B&M,Steel,Shoulder harness,2e3,Chain lift hill,NA,150.9168,7,65.243955,4176.4584,83.5
Karacho,Tripsdrill,Germany,Operating,Gerstlauer,Steel,Lap bar,2013,Magnetic Launch (LIM/LSM),Infinity,104.9856,0,62.1371,2296.56,83.5
Oblivion,Alton Towers,United Kingdom,Operating,B&M,Steel,Shoulder harness,1998,Chain lift hill,Dive,65.616,0,68.35081,1220.4576,83.2
"Volcano, the Blast Coaster",Kings Dominion,United States,Temporarily closed,Intamin,Steel,Shoulder harness,1998,Magnetic Launch (LIM/LSM),NA,154.1976,4,69.593552,2755.872,83.2
Intimidator,Carowinds,United States,Operating,B&M,Steel,Lap bar,2010,NA,Hyper,232.9368,0,74.56452,5314.896,83.2
Big Grizzly Mountain Runaway Mine Cars,Hong Kong Disneyland,China,Operating,Vekoma,Steel,Lap bar,2012,"Chain lift hill, Magnetic Launch (LIM/LSM)",Mine Train,NA,0,34.796776,3608.88,83
The Swarm,Thorpe Park,United Kingdom,Operating,B&M,Steel,Shoulder harness,2012,Chain lift hill,NA,127.9512,4,NA,2542.62,82.8
Formuła,Energylandia,Poland,Operating,Vekoma,Steel,Shoulder harness,NA,Magnetic Launch (LIM/LSM),Looper,82.02,3,49.088309,1837.248,82.7
Formula Rossa,Ferrari World,United Arab Emirates,Operating,Intamin,Steel,Lap bar,2010,Hydraulic cable launch,Launched,170.6016,0,149.12904,6561.6,82.7
Raptor,Cedar Point,United States,Operating,B&M,Steel,Shoulder harness,1994,Chain lift hill,NA,137.7936,6,57.166132,3789.324,82.5
Silverstar,Europa Park,Germany,Operating,B&M,Steel,Lap bar,NA,Chain lift hill,"Hyper, Out & Back",239.4984,0,78.914117,5314.896,82.4
Boulder Dash,Lake Compounce,United States,Operating,CCI,Wooden,Lap bar,2e3,Chain lift hill,Out & Back,114.828,0,60.272987,4724.352,82.4
Leviathan,Canada's Wonderland,Canada,Operating,B&M,Steel,Lap bar,2012,Chain lift hill,"Giga, Hyper",305.1144,0,91.962908,5485.4976,82
Dragon Khan,Port Aventura,Spain,Operating,B&M,Steel,Shoulder harness,1995,Chain lift hill,Looper,147.636,8,65.243955,4166.616,81.9
Gold Rush,Attractiepark Slagharen,Netherlands,Operating,Gerstlauer,Steel,Lap bar,2017,Magnetic Launch (LIM/LSM),Infinity,108.2664,2,55.92339,1312.32,81.9
Yukon Quad,Le Pal,France,Operating,Intamin,Steel,Lap bar,2018,Tire propelled launch,Family Launch Coaster,39.3696,0,52.816535,3280.8,81.6
Hollywood Dream : The Ride,Universal Studios Japan,Japan,Operating,B&M,Steel,Lap bar,2007,Chain lift hill,Megacoaster,144.3552,0,55.92339,3936.96,81.5
Flug der Dämonen,Heide Park,Germany,Operating,B&M,Steel,Flying restraint,2014,Chain lift hill,NA,164.04,5,62.1371,2532.7776,81.5
Joris en de Draak (Vuur),Efteling,Netherlands,Operating,GCI,Wooden,Lap bar,2010,Chain lift hill,Twister,72.1776,0,46.602825,2585.2704,81.4
Dragon Challenge : Chinese Fireball,Universal Studios Islands of Adventure,United States,Definitely closed,B&M,Steel,Shoulder harness,1999,Chain lift hill,NA,124.6704,5,60.272987,3198.78,81.4
Flight Deck,California's Great America,United States,Operating,B&M,Steel,Lap bar,1993,Chain lift hill,NA,101.7048,3,50.331051,2260.4712,81.4
The Smiler,Alton Towers,United Kingdom,Operating,Gerstlauer,Steel,Lap bar,2013,Chain lift hill,Infinity,98.424,14,52.816535,3838.536,81.3
Wild Eagle,Dollywood,United States,Operating,B&M,Steel,Shoulder harness,2012,Chain lift hill,NA,209.9712,4,60.894358,3126.6024,81.1
Joris en de Draak (Water),Efteling,Netherlands,Operating,GCI,Wooden,Lap bar,2010,Chain lift hill,Twister,72.1776,0,46.602825,2585.2704,80.3
Shock,Rainbow MagicLand,Italy,Operating,Maurer,Steel,Lap bar,2011,Magnetic Launch (LIM/LSM),Looper,114.828,1,62.1371,2460.6,80.3
Superman - Ride Of Steel,Six Flags America,United States,Operating,Intamin,Steel,Lap bar,2e3,Chain lift hill,Megacoaster,196.848,0,72.700407,5347.704,80.2
Timber,Walibi Rhône Alpes,France,Operating,Gravity Group,Wooden,Lap bar,2016,Chain lift hill,Twister,55.7736,0,40.389115,1463.2368,79.2
Lisebergbanan,Liseberg,Sweden,Operating,Schwarzkopf,Steel,Lap bar,1987,Chain lift hill,Terrain,147.636,0,49.70968,5078.6784,79
Silver Bullet,Knott's Berry Farm,United States,Operating,B&M,Steel,Shoulder harness,2004,Chain lift hill,NA,147.636,6,55.302019,3126.6024,79
Anubis,Plopsaland,Belgium,Operating,Gerstlauer,Steel,Shoulder harness,NA,Magnetic Launch (LIM/LSM),Looper,111.5472,3,55.92339,1968.48,78.9
Great Bear,Hersheypark,United States,Operating,B&M,Steel,Shoulder harness,1998,Chain lift hill,NA,88.5816,4,57.787503,2798.5224,78.9
Rutschebanen,Tivoli Gardens,Denmark,Operating,L.A. Thompson Scenic Railway,Wooden,Lap bar,NA,Cable lift hill,Out & Back,42.6504,0,31.06855,2362.176,78.4
Hangtime,Knott's Berry Farm,United States,Operating,Gerstlauer,Steel,Lap bar,NA,Chain lift hill,"Looper, Infinity",150.9168,4,57.166132,2198.136,78.4
Thunder dolphin,Tokyo dome city,Japan,Operating,Intamin,Steel,Lap bar,2003,Cable lift hill,Hyper,262.464,0,80.77823,3510.456,78.3
Inferno,CineCittà World,Italy,Operating,Intamin,Steel,None,NA,NA,"Family, Free Fall",65.616,0,NA,1499.3256,78.3
Dominator,Kings Dominion,United States,Operating,B&M,Steel,Shoulder harness,2008,Chain lift hill,NA,157.4784,5,65.243955,4209.2664,78.1
Fahrenheit,Hersheypark,United States,Operating,Intamin,Steel,Lap bar,2008,Chain lift hill,Looper,121.3896,6,57.787503,2700.0984,78.1
The Voyage,Holiday World,United States,Operating,Gravity Group,Wooden,Lap bar,2006,Chain lift hill,Twister,160.7592,0,67.108068,6440.2104,77.8
Wood Express,Parc Saint Paul,France,Operating,Gravity Group,Hybrid,Lap bar,2018,Chain lift hill,"Twister, Family",49.212,0,37.903631,1571.5032,77.6
Dragon Challenge : Hungarian Horntail,Universal Studios Islands of Adventure,United States,Definitely closed,B&M,Steel,Shoulder harness,1999,Chain lift hill,NA,124.6704,5,55.302019,3198.78,77.4
Altair,CineCittà World,Italy,Operating,Intamin,NA,None,2014,NA,NA,108.2664,0,52.816535,2870.7,77.3
Pulsar,Walibi Belgium,Belgium,Operating,Mack,Steel,Lap bar,NA,Magnetic Launch (LIM/LSM),Shuttle,147.636,0,62.1371,711.9336,77.2
Krake,Heide Park,Germany,Operating,B&M,Steel,Shoulder harness,2011,Chain lift hill,Dive,134.5128,1,NA,1561.6608,77
Batman : Arkham Asylum,Parque Warner Madrid,Spain,Operating,B&M,Steel,Shoulder harness,2002,Chain lift hill,Batman Inverted Coaster,104.9856,5,49.70968,2700.0984,76.9
Superman - Ultimate Flight,Six Flags Great Adventure,United States,Operating,B&M,Steel,Flying restraint,2003,Chain lift hill,NA,104.9856,2,50.952422,2759.1528,76.7
Banshee,Kings Island,United States,Operating,B&M,Steel,Shoulder harness,2014,Chain lift hill,NA,167.3208,7,68.35081,4133.808,76.5
Dæmonen,Tivoli Gardens,Denmark,Operating,B&M,Steel,Shoulder harness,NA,Chain lift hill,Looper,91.8624,3,47.845567,1850.3712,76.3
Bizarro,Six Flags Great Adventure,United States,Operating,B&M,Steel,Shoulder harness,1999,Chain lift hill,NA,141.0744,7,60.894358,3982.8912,76.1
Twister,Gröna Lund,Sweden,Operating,Gravity Group,Wooden,Lap bar,2011,Chain lift hill,Twister,49.212,0,37.903631,1574.784,76.1
Megafobia,Oakwood,United Kingdom,Operating,CCI,Wooden,Lap bar,1996,Chain lift hill,Twister,85.3008,0,47.845567,2956.0008,76
Wild Mouse,Blackpool Pleasure Beach,United Kingdom,Definitely closed,Unknown,Wooden,Seatbelt,1958,Chain lift hill,Wild Mouse,NA,0,NA,1279.512,76
Sky Scream,Holiday Park,Germany,Operating,Premier Rides,Steel,Lap bar,2014,Magnetic Launch (LIM/LSM),Looping,150.9168,1,62.1371,853.008,75.5
Thunderbird,PowerPark,Finland,Operating,GCI,Wooden,Lap bar,2006,Chain lift hill,Twister,88.5816,0,46.602825,2788.68,75.3
Wooden Warrior,Quassy Amusement Park,United States,Operating,Gravity Group,Wooden,Lap bar,2011,Chain lift hill,Twister,36.0888,0,34.796776,1240.1424,75
Lynet,Farup Sommerland,Denmark,Operating,Gerstlauer,Steel,Shoulder harness,2008,Hydraulic cable launch,Looper,65.616,2,49.70968,1771.632,75
X-Flight,Six Flags Great America,United States,Operating,B&M,Steel,Flying restraint,2012,Chain lift hill,NA,121.3896,5,55.92339,3001.932,75
Superman - Ultimate Flight,Six Flags Great America,United States,Operating,B&M,Steel,Flying restraint,2003,Chain lift hill,NA,104.9856,2,50.952422,2798.5224,74.9
Tornado,Särkänniemi Amusement Park,Finland,Operating,Intamin,Steel,Shoulder harness,2001,Chain lift hill,NA,82.02,5,46.602825,2296.56,74.6
Tennessee Tornado,Dollywood,United States,Operating,Arrow,Steel,Shoulder harness,1999,Chain lift hill,Looper,164.04,3,62.758471,2683.6944,74.5
White Lightning,Fun Spot America,United States,Operating,GCI,Wooden,Lap bar,2013,Chain lift hill,Out & Back,75.4584,0,46.602825,1968.48,74.4
Phantom's Revenge,Kennywood,United States,Operating,Arrow,Steel,Lap bar,1991,Chain lift hill,Hyper,229.656,0,82.020972,3198.78,74.3
Pegase Express,Parc Asterix,France,Operating,Gerstlauer,Steel,Lap bar,2017,"Chain lift hill, Booster wheel lift hill, Tire propelled launch",NA,68.8968,0,32.311292,3044.5824,74.2
Heidi the Ride,Plopsaland,Belgium,Operating,GCI,Wooden,Lap bar,2017,Chain lift hill,"Out & Back, Family",72.1776,0,43.49597,2034.096,74.2
