name,location,continent,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
Timber Drop,Fraispertuis City,Europe,S&S,Steel,Shoulder harness,2011,Chain lift hill,El Loco,98.424,2,41.010486,1377.936,59.5
Goliath,Six Flags Fiesta Texas,North America,B&M,Steel,Shoulder harness,2008,Chain lift hill,,104.9856,5,49.70968,2700.0984,59.5
Nighthawk• Carowinds,Carowinds,North America,Vekoma,Steel,Flying restraint,2004,Chain lift hill,,114.828,5,50.952422,2765.7144,59.4
Formule X,Drievliet Family Park,Europe,Maurer,Steel,Lap bar,2007,Magnetic Launch (LIM/LSM),X Car,49.212,2,43.49597,984.24,59
Switchback,ZDT's Amusement Park,North America,Gravity Group,Wooden,Lap bar,2015,Chain lift hill,Shuttle,65.616,0,41.010486,1197.492,58.9
Crush's Coaster,Walt Disney Studios,Europe,Maurer,Steel,Lap bar,,Chain lift hill,Indoor,52.4928,0,37.903631,1391.0592,58.5
Tiki Waka,Walibi Belgium,Europe,Gerstlauer,Steel,Lap bar,2018,Chain lift hill,"Bobsled, Family",65.616,0,34.175405,1640.4,58.3
Cyclops,Mt. Olympus Water & Theme Park,North America,CCI,Steel,Lap bar,1995,Chain lift hill,,68.8968,0,57.787503,1899.5832,58.2
Formule 1,Parc Saint Paul,Europe,Pax,Steel,Lap bar,2005,Chain lift hill,Wild Mouse,49.212,0,,1246.704,58.2
Gemini (Blue),Cedar Point,North America,Arrow,Hybrid,Lap bar,1978,Chain lift hill,,124.6704,0,59.651616,3936.96,58
Cancan Coaster,Europa Park,Europe,Mack,Steel,Lap bar,,Spiral lift,Family,85.3008,0,37.28226,3024.8976,57.8
Vicky The Ride,Plopsa Coo,Europe,Gerstlauer,Steel,Lap bar,2011,Chain lift hill,,55.7736,0,34.175405,1312.32,57.4
Batman the Ride,Six flags Over Texas,North America,B&M,Steel,Shoulder harness,1999,Chain lift hill,,104.9856,5,50.331051,2700.0984,57.3
Rock'n Roller Coaster avec Aerosmith,Walt Disney Studios,Europe,Vekoma,Steel,Shoulder harness,,Magnetic Launch (LIM/LSM),"Looper, Indoor",78.7392,3,57.166132,3402.1896,56.9
Raptor Attack,Lightwater Valley,Europe,Schwarzkopf,Steel,Lap bar,1987,Chain lift hill,,49.212,0,40.389115,1837.248,56.8
Kentucky Rumbler,Beech Bend,North America,GCI,Wooden,Lap bar,2006,Chain lift hill,Twister,88.5816,0,47.845567,2828.0496,56.5
Goliath,Six Flags New England,North America,Vekoma,Steel,Shoulder harness,2012,Cable lift hill,Multielement Inverted Shuttle,190.2864,3,65.865326,1204.0536,56.5
Vilda Musen,Gröna Lund,Europe,Gerstlauer,Steel,Lap bar,2003,Chain lift hill,Bobsled,68.8968,0,34.175405,1410.744,56.2
Dragon Fly,Duinrell,Europe,Gerstlauer,Steel,Lap bar,2012,Chain lift hill,,49.212,0,,1181.088,55.9
Hyperspace Mountain,Hong Kong Disneyland,Asia,Vekoma,Steel,Lap bar,2005,,,101.7048,0,,3451.4016,55.6
Nessie Superrollercoaster,Hansa Park,Europe,Schwarzkopf,Steel,Lap bar,1979,Chain lift hill,Looper,85.3008,1,49.088309,2431.0728,55.5
Cobra,Paultons Park,Europe,Gerstlauer,Steel,Lap bar,2006,Chain lift hill,Bobsled,55.7736,0,31.06855,1476.36,55.2
American Eagle,Six Flags Great America,North America,Intamin,Wooden,Lap bar,1981,Chain lift hill,Twister,124.6704,0,65.865326,4648.8936,55.2
Cornball Express,Indiana Beach,North America,CCI,Wooden,Lap bar,2001,Cable lift hill,,55.7736,0,44.738712,2099.712,55
Sierra Sidewinder,Knott's Berry Farm,North America,Mack,Steel,Lap bar,2007,Chain lift hill,Spinning Freeform,62.3352,0,37.28226,1410.744,55
Vuoristorata,Linnanmäki,Europe,Unknown,Wooden,Lap bar,1951,Chain lift hill,Twister,75.4584,0,37.28226,3149.568,55
Arthur,Europa Park,Europe,Mack,Steel,Lap bar,,Electrical launch,"E-Powered, Dark Ride",45.9312,0,19.262501,1656.804,54.8
Battlestar Galactica - HUMAN,Universal Studios Singapore,Asia,Vekoma,Steel,Shoulder harness,2010,Electrical lift hill,Looper,,0,,,54.6
Drachenritt,Belantis,Europe,Gerstlauer,Steel,Lap bar,2003,Chain lift hill,Bobsled,59.0544,0,43.49597,1640.4,54.5
Thundercoaster,TusenFryd,Europe,Vekoma,Wooden,Lap bar,2001,Chain lift hill,Twister,104.9856,0,57.787503,3116.76,54.3
Joker,Six Flags New England,North America,S&S,Steel,Shoulder harness,2017,Chain lift hill,Free Spin,121.3896,0,37.903631,1017.048,54.1
Ultra Twister,Nagashima Spa Land,Asia,Togo,Steel,Shoulder harness,,Chain lift hill,,95.1432,3,44.117341,1377.936,54
Raik,Phantasialand,Europe,Vekoma,Steel,Lap bar,2016,Booster wheel lift hill,"Boomerang, Family",82.02,0,38.525002,688.968,53.9
Megablitz,Wiener Prater,Europe,Vekoma,Steel,Lap bar,1994,Chain lift hill,Triple Out and Back,62.3352,0,43.49597,1804.44,53.9
Pandemonium,Six flags Over Texas,North America,Gerstlauer,Steel,Lap bar,2008,Chain lift hill,,52.4928,0,31.06855,1351.6896,53.4
Furius Baco,Port Aventura,Europe,Intamin,Steel,Shoulder harness,2007,Hydraulic cable launch,,45.9312,1,83.885085,2952.72,53.3
Rage,Adventure Island,Europe,Gerstlauer,Steel,Shoulder harness,2007,Chain lift hill,Euro-Fighter,72.1776,3,43.49597,1184.3688,53.1
Apocalypse,Six Flags Magic Mountain,North America,GCI,Wooden,Lap bar,2009,Chain lift hill,Twister,101.7048,0,55.302019,2851.0152,52.8
Loch Ness Monster,Busch Gardens Williamsburg,North America,Arrow,Steel,Shoulder harness,1978,Chain lift hill,Looper,127.9512,2,59.651616,3238.1496,52.7
MotoGee,Särkänniemi Amusement Park,Europe,Zamperla,Steel,Lap bar,2010,Tire propelled launch,,,0,42.253228,,52.7
Outlaw,Adventureland,North America,CCI,Wooden,Lap bar,1993,Chain lift hill,Twister,65.616,0,47.845567,2798.5224,52.6
Gold rush,OK Corral,Europe,Gerstlauer,Steel,Lap bar,2012,Booster wheel lift hill,Shuttle,,0,,,52.6
Falken,Farup Sommerland,Europe,S&S,Steel,Lap bar,2004,Chain lift hill,,65.616,0,46.602825,2040.6576,52.5
Backlot Stunt Coaster,Kings Island,North America,Premier Rides,Steel,Lap bar,2005,Magnetic Launch (LIM/LSM),Launched Freeform,45,0,39.767744,,52.4
Velociraptor,Paultons Park,Europe,Vekoma,Family,None,,,,656.16,0,,65.616,52.3
Matterhorn Bobsleds (A),Disneyland,North America,Arrow,Steel,None,1959,Chain lift hill,Bobsled,78.7392,0,26.718953,2037.3768,52.2
Comet,Hersheypark,North America,Philadelphia Toboggan Coaster,Steel,Lap bar,1946,Chain lift hill,,85.3008,0,50.331051,3359.5392,52.1
Impulse,Knoebels,North America,Zierer,Steel,Lap bar,2015,Chain lift hill,,98.424,4,55.302019,1975.0416,52
Hyper Space Mountain,Disneyland Park,Europe,Vekoma,Steel,Shoulder harness,1995,Hydraulic cable launch,"Looper, Indoor",101.7048,3,43.49597,3280.8,52
Thunder Run,Kentucky Kingdom,North America,Dinn Corp.,Wooden,Lap bar,1990,Chain lift hill,Twister,88.5816,0,52.816535,2851.0152,51.9
Triops,Bagatelle,Europe,Vekoma,Steel,Shoulder harness,2012,Chain lift hill,Invertigo,131.232,3,49.70968,1017.048,51.6
Shuttle Loop,Nagashima Spa Land,Asia,Schwarzkopf,Steel,Lap bar,1980,Flywheel,Shuttle Loop,134.5128,1,52.816535,853.008,51.5
TNT Tren de la Mina,Parque de Atracciones de Madrid,Europe,Gerstlauer,Steel,Lap bar,2012,Chain lift hill,Mine Train,55.7736,0,,1476.36,51.3
Back Lot Stunt Coaster,Canada's Wonderland,North America,Premier Rides,Steel,Lap bar,2005,Magnetic Launch (LIM/LSM),Family,45.9312,0,39.767744,1958.6376,51.3
Back Lot Stunt Coaster,Kings Dominion,North America,Premier Rides,Steel,Lap bar,2006,Magnetic Launch (LIM/LSM),,45.9312,0,39.767744,1958.6376,51.2
InvadR,Busch Gardens Williamsburg,North America,GCI,Hybrid,Lap bar,2017,,Twister,75.4584,0,47.845567,,51.1
The Raven,Holiday World,North America,CCI,Wooden,Lap bar,1995,Chain lift hill,Twister,108.2664,0,47.845567,2729.6256,51.1
Raging Spirits,Tokyo DisneySea,Asia,Intamin,Steel,Shoulder harness,2005,Chain lift hill,Looper,52.4928,1,37.28226,1968.48,51
Pandemonium,Six Flags Fiesta Texas,North America,Gerstlauer,Steel,Lap bar,2007,Chain lift hill,Spinning Twister,52.4928,0,31.06855,1351.6896,51
Dare Devil Dive,Six Flags Over Georgia,North America,Gerstlauer,Steel,Lap bar,2011,Chain lift hill,Euro-Fighter,95.1432,3,52.195164,2099.712,50.9
"Correcaminos Bip, Bip",Parque Warner Madrid,Europe,Mack,Steel,Lap bar,2009,Booster wheel lift hill,YoungStar,52.4928,0,37.28226,1574.784,50.8
Tonnerre de Zeus,Parc Asterix,Europe,CCI,Wooden,Lap bar,1997,Chain lift hill,Twister,98.424,0,52.195164,4045.2264,50.8
Flight of Fear,Kings Island,North America,Premier Rides,Steel,Lap bar,1996,Magnetic Launch (LIM/LSM),Launched Multielement,75.4584,4,54.059277,2706.66,50.8
Mamba,Worlds of Fun,North America,Morgan,Steel,Lap bar,1998,Chain lift hill,Hyper,206.6904,0,74.56452,5577.36,50.5
Vampire,Chessington World of Adventures,Europe,Arrow,Steel,Shoulder harness,1990,Chain lift hill,,55.7736,0,45.981454,2349.0528,50.4
Undertow,Santa Cruz Beach Boardwalk,North America,Maurer,Steel,Lap bar,2013,Chain lift hill,,49.212,0,39.767744,1410.744,50.4
Blue Streak,Cedar Point,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1964,Chain lift hill,Out & Back,78.7392,0,39.767744,2559.024,50.2
Spinball Whizzer,Alton Towers,Europe,Maurer,Steel,Lap bar,2004,Chain lift hill,,55.7736,0,37.28226,1476.36,50.2
Speed Rockets,Jardin d'Acclimatation,Europe,Gerstlauer,Family,Lap bar,2018,Chain lift hill,,36.0888,0,,1312.32,50.2
Skatteøen,Djurs Sommerland,Europe,Mack,Steel,Lap bar,2011,Chain lift hill,,91.8624,0,43.49597,1492.764,49.9
Heiße Fahrt,Klotten (Wild- und Freizeitpark),Europe,Gerstlauer,Steel,,2004,Chain lift hill,Bobsled,55.7736,0,34.175405,1745.3856,49.8
Kvasten,Gröna Lund,Europe,Vekoma,Steel,Lap bar,,Booster wheel lift hill,Family,65.616,0,34.175405,1312.32,49.7
Sooperdooperlooper,Hersheypark,North America,Schwarzkopf,Steel,Lap bar,1977,Chain lift hill,Looper,,1,,,49.7
Speed,Energylandia,Europe,Intamin,Steel,None,2018,Vertical lift,,164.04,0,68.35081,,49.6
Pandemonium,Six Flags St Louis,North America,Gerstlauer,Steel,Lap bar,2007,Chain lift hill,,52.4928,0,31.06855,1351.6896,49.5
Jack Rabbit,Kennywood,North America,ACE Coaster Classic,Steel,Lap bar,1921,Chain lift hill,,68.8968,0,44.738712,2132.52,49.2
Scorpion,Busch Gardens Tampa,North America,Schwarzkopf,Steel,Lap bar,1981,Chain lift hill,Looper,65.616,1,49.70968,1811.0016,49.1
Pegasus,Europa Park,Europe,Mack,Steel,Lap bar,2006,Booster wheel lift hill,Twister,49.212,0,40.389115,1312.32,49.1
Xpress : Platform 13,Walibi Holland,Europe,Vekoma,Steel,Shoulder harness,2000,Magnetic Launch (LIM/LSM),,85.3008,3,55.92339,3267.6768,48.9
Diabolik,Movieland Park,Europe,Vekoma,Steel,Shoulder harness,,Chain lift hill,Invertigo,131.232,3,49.70968,1017.048,48.7
Loup Garou,Walibi Belgium,Europe,Vekoma,Wooden,Lap bar,2001,Chain lift hill,Twister,91.8624,0,49.70968,3395.628,48.7
Comet,Great Escape,North America,Philadelphia Toboggan Coaster,Steel,Lap bar,1994,Chain lift hill,,95.1432,0,55.302019,4196.1432,48.6
Revolution,Blackpool Pleasure Beach,Europe,Arrow,Steel,Shoulder harness,1979,,Shuttle,55.7736,1,44.738712,633.1944,48.3
Gao,Greenland,Asia,Meisho Amusement Machines,,Lap bar,1998,Chain lift hill,,131.232,0,60.894358,5459.2512,48.3
Matterhorn Bobsleds (B),Disneyland,North America,Arrow,Steel,,1959,Chain lift hill,Bobsled,78.7392,0,26.718953,2132.52,48.3
Regina,Tobu Zoo Park,Asia,Intamin,Steel,Lap bar,2000,Chain lift hill,,121.3896,0,55.92339,4376.5872,48.3
Poltergeist,Six Flags Fiesta Texas,North America,Premier Rides,Steel,Shoulder harness,1999,Magnetic Launch (LIM/LSM),Launched Multielement,78.7392,4,60.272987,2706.66,48.3
Steel Hawg,Indiana Beach,North America,S&S,Steel,,2008,Chain lift hill,,95.1432,3,40.389115,,48
Fuga da Atlantide,Gardaland,Europe,Intamin,Steel,None,2003,Cable lift hill,,55.7736,0,37.28226,2296.56,47.8
Poseïdon,Europa Park,Europe,Mack,Steel,Lap bar,,Chain lift hill,Family,75.4584,0,43.49597,2742.7488,47.8
Divertical,Mirabilandia,Europe,Intamin,Steel,Lap bar,2012,Vertical lift,,164.04,0,68.35081,,47.7
Rutschebanen,Bakken,Europe,ACE Coaster Classic,Steel,Lap bar,1932,Cable lift hill,,72.1776,0,46.602825,3238.1496,47.7
Thor's Hammer,Djurs Sommerland,Europe,Gerstlauer,Steel,,2002,,Bobsled,,0,,,47.7
Booster Bike,Toverland,Europe,Vekoma,Steel,Lap bar,2004,Magnetic Launch (LIM/LSM),Motorbike,49.212,0,46.602825,1968.48,47.4
Racer,Kings Island,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1972,Chain lift hill,,88.5816,0,60.894358,3412.032,47.4
Freedom Flyer,Fun Spot America,North America,Vekoma,Steel,Lap bar,,Booster wheel lift hill,Family,65.616,0,34.175405,1295.916,47.3
Avalanche,Blackpool Pleasure Beach,Europe,Mack,Steel,Lap bar,1988,Chain lift hill,,65.616,0,31.06855,1492.764,47.3
Gemini (Red),Cedar Point,North America,Arrow,Hybrid,Lap bar,1978,Chain lift hill,,124.6704,0,59.651616,3936.96,47.3
Whizzer,Six Flags Great America,North America,Schwarzkopf,Steel,None,1976,Electrical lift hill,Speed Racer / Extended Jumbo Jet,68.8968,0,42.253228,3100.356,47.2
Hankatten,Bonbon-Land,Europe,Gerstlauer,Steel,Lap bar,2007,Chain lift hill,,52.4928,0,34.175405,1302.4776,46.5
Cobra,PowerPark,Europe,Vekoma,Steel,Shoulder harness,2005,Cable lift hill,Shuttle,118.1088,3,47.224196,935.028,46.2
Spinning Dragons,Worlds of Fun,North America,Gerstlauer,Steel,Lap bar,2004,Chain lift hill,Spinning,55.7736,0,31.06855,1345.128,46.2
Thunderbolt,Six Flags New England,North America,"Drambour, Joseph",Wooden,Lap bar,1941,Chain lift hill,Twister,68.8968,0,,2864.1384,46
Fiorano GT Challenge (Left),Ferrari World,Asia,Maurer,Steel,Lap bar,2010,Magnetic Launch (LIM/LSM),,,0,,3280.8,45.8
Huracan,Bellewaerde,Europe,Zierer,Steel,Lap bar,2013,Booster wheel lift hill,,49.212,0,31.06855,1640.4,45.8
Sky Rocket,Kennywood,North America,Premier Rides,Steel,Lap bar,2010,Magnetic Launch (LIM/LSM),Launched,95.1432,3,49.70968,2099.712,45.7
Wild Train,Parc Saint Paul,Europe,Pax,Steel,Lap bar,2000,Booster wheel lift hill,,49.212,0,43.49597,1082.664,45.7
Zeus,Mt. Olympus Water & Theme Park,North America,CCI,Wooden,Lap bar,1997,Chain lift hill,Twister,88.5816,0,60.272987,2900.2272,45.6
Vortex,Canada's Wonderland,North America,Arrow,Steel,Shoulder harness,1991,Chain lift hill,,91.8624,0,55.302019,2559.024,45.4
Racer 75 (Left Side),Kings Dominion,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1975,Chain lift hill,,85.3008,0,55.92339,3369.3816,44.8
Cobra's Curse,Busch Gardens Tampa,North America,Mack,Steel,Lap bar,2016,Vertical lift,,68.8968,0,40.389115,2099.712,44.7
New Revolution,Six Flags Magic Mountain,North America,Schwarzkopf,Steel,Lap bar,1976,,Looper,111.5472,1,55.302019,3457.9632,44.5
Racer,Kennywood,North America,John Miller,Steel,Lap bar,1927,Chain lift hill,,72.1776,0,,2250.6288,44.3
Big Dipper,Blackpool Pleasure Beach,Europe,William Strickler,Wooden,Lap bar,1923,Chain lift hill,,59.0544,0,,3300.4848,44.2
Screamin' Eagle,Six Flags St Louis,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1976,Chain lift hill,Twister,111.5472,0,62.1371,3871.344,43.6
La Trace du Hourra,Parc Asterix,Europe,Mack,Steel,Lap bar,2001,Chain lift hill,,101.7048,0,37.28226,2952.72,43.6
Bobbaan,Efteling,Europe,Giovanola,Steel,Lap bar,1985,Chain lift hill,,65.616,0,37.28226,1719.1392,43.6
Matterhorn Blitz,Europa Park,Europe,Mack,Steel,Lap bar,1999,Vertical lift,Wild Mouse,52.4928,0,34.796776,1256.5464,43.1
Milky Way (Blue),Greenland,Asia,Togo,Steel,Shoulder harness,1991,Chain lift hill,,124.6704,0,,2624.64,43
Typhoon,Bobbejaanland,Europe,Gerstlauer,Steel,Shoulder harness,2004,Chain lift hill,Euro-Fighter,85.3008,4,49.70968,2198.136,42.9
Ninja,Six Flags Magic Mountain,North America,Arrow,Steel,Shoulder harness,1988,Chain lift hill,,59.0544,0,54.680648,2706.66,42.8
Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,North America,Intamin,,None,2017,Tire propelled launch,,62.3352,0,44.117341,2598.3936,42.7
Green Lantern,Six Flags Great Adventure,North America,B&M,Steel,Shoulder harness,2011,Chain lift hill,,154.1976,5,63.379842,4156.7736,42.5
Le Serpent,Parc du Petit Prince,Europe,Zierer,Steel,Lap bar,,Booster wheel lift hill,Family,,0,,,42.3
Hoosier Hurricane,Indiana Beach,North America,CCI,Wooden,Lap bar,1994,Chain lift hill,,78.7392,0,50.952422,2890.3848,41.6
Insider,Wiener Prater,Europe,Maurer,Steel,Lap bar,2013,,"Wild Mouse, Indoor",36.0888,0,21.747985,984.24,41.5
Calamity Mine,Walibi Belgium,Europe,Vekoma,Steel,Lap bar,1992,Chain lift hill,Mine Train,45.9312,0,29.825808,2575.428,41.5
Grand National (Right),Blackpool Pleasure Beach,Europe,Unknown,Wooden,,,Chain lift hill,Twister,,0,,,41.5
Vogel Rok,Efteling,Europe,Vekoma,Steel,Lap bar,1998,Chain lift hill,Enclosed Freeform,82.02,0,40.389115,3936.96,41.5
Boomerang,Parc des Combes,Europe,Vekoma,Steel,Lap bar,2011,Booster wheel lift hill,"Shuttle, Boomerang, Family",65.616,0,37.28226,606.948,41.4
Schweizer Bobbahn,Heide Park,Europe,Mack,Steel,Lap bar,1994,Chain lift hill,,88.5816,0,32.932663,3247.992,41.4
Fiorano GT Challenge (Right),Ferrari World,Asia,Maurer,Steel,Lap bar,2010,Magnetic Launch (LIM/LSM),,,0,,3280.8,41.3
Boomerang,Energylandia,Europe,Vekoma,Steel,Lap bar,2017,Chain lift hill,"Shuttle, Boomerang, Family",75.4584,0,37.28226,682.4064,41.3
Ben 10 Ultimate Mission,Drayton Manor,Europe,Vekoma,Steel,Lap bar,2011,Booster wheel lift hill,Shuttle,65.616,0,34.175405,590.544,41.1
Tornado,Parque de Atracciones de Madrid,Europe,Intamin,Steel,Shoulder harness,1999,Chain lift hill,,98.424,3,49.70968,2624.64,41
Underground,Adventureland,North America,CCI,Steel,Lap bar,1996,Chain lift hill,,,0,,984.24,40.9
Mount Mara,Bobbejaanland,Europe,Vekoma,Steel,Lap bar,1989,Booster wheel lift hill,Indoor,85.3008,0,31.06855,2362.176,40.9
Patriot,California's Great America,North America,B&M,Steel,Shoulder harness,1991,Chain lift hill,,91.8624,2,39.767744,1919.268,40.9
Steel Dragon,Waldameer,North America,Maurer,Steel,Lap bar,2004,Chain lift hill,,52.4928,0,37.28226,1391.0592,40.7
Grand National (Left),Blackpool Pleasure Beach,Europe,Charles Paige,Steel,Lap bar,1935,Chain lift hill,,62.3352,0,39.767744,3300.4848,40.6
Big One,Blackpool Pleasure Beach,Europe,Arrow,Steel,Lap bar,1994,Chain lift hill,Hyper,213.252,0,74.56452,5495.34,40.3
Vild-Svinet,Bonbon-Land,Europe,Gerstlauer,Steel,Lap bar,2003,Cable lift hill,Euro-Fighter,72.1776,1,44.738712,1404.1824,40.1
Supersplash,TusenFryd,Europe,Mack,SuperSplash,Lap bar,2003,,,95.1432,0,47.224196,1099.068,40.1
Looping Star,Nagashima Spa Land,Asia,Schwarzkopf,Steel,Lap bar,1982,Cable lift hill,Looping,82.02,1,47.845567,1942.2336,40.1
Colossus,Six Flags Magic Mountain,North America,International Amusement Devices,Wooden,Lap bar,1978,Chain lift hill,Out & Back,124.6704,0,62.1371,4324.0944,40
Nickelodeon Streak,Blackpool Pleasure Beach,Europe,Charles Paige,Wooden,None,1933,Chain lift hill,Out & Back,62.3352,0,37.28226,2296.56,39.9
Thunderation,Silver Dollar City,North America,Arrow,Steel,Lap bar,1993,Chain lift hill,Mine Train,82.02,0,47.845567,3021.6168,39.8
Pandemonium,Six Flags New England,North America,Gerstlauer,Steel,Lap bar,2005,Chain lift hill,"Spinning Cars, Twister",55.7736,0,31.06855,1345.128,39.7
Alpenexpress,Europa Park,Europe,Mack,Steel,Lap bar,1984,,E-Powered,19.6848,0,27.961695,866.1312,39.6
Tiger Express,La Mer de Sable,Europe,Mack,Steel,Lap bar,2011,Chain lift hill,Wild Mouse,45.9312,0,27.961695,1213.896,39.5
Kumali,Flamingo Land Theme Park and Zoo,Europe,Vekoma,Steel,Shoulder harness,2006,Chain lift hill,,124.6704,4,54.680648,2201.4168,39.5
Feuerdrache,Legoland Deutschland,Europe,Zierer,Steel,Lap bar,2002,Booster wheel lift hill,,52.4928,0,37.28226,2821.488,39.5
Exterminator,Kennywood,North America,Reverchon,Steel,Lap bar,1999,Chain lift hill,Spinning Wild Mouse,42.6504,0,29.204437,1377.936,39.4
Super Railway,Foire,Asia,Schwarzkopf,Steel,None,,Chain lift hill,,,0,,,39.2
Thunderbolt,Kennywood,North America,ACE Coaster Classic,Steel,Lap bar,1924,Chain lift hill,,95.1432,0,55.302019,2887.104,39.2
Fire In The Hole,Silver Dollar City,North America,Unknown,Steel,Lap bar,1972,,,,0,,,39.1
Tranan,Skara Sommarland,Europe,S&S,Steel,None,2009,Chain lift hill,Eagle,65.616,0,24.85484,1640.4,39.1
Atlantica SuperSplash,Europa Park,Europe,Mack,Steel,Lap bar,2005,Chain lift hill,Water Coaster,98.424,0,49.70968,1279.512,39
Euro Mir,Europa Park,Europe,Mack,Steel,Lap bar,1997,Spiral lift,Spinning,91.8624,0,49.70968,3215.184,38.6
Eurosat,Europa Park,Europe,Mack,Steel,Lap bar,,Spiral lift,Family,85.3008,0,37.28226,2877.2616,38.5
Pegasus,Mt. Olympus Water & Theme Park,North America,CCI,Steel,,1996,,,59.0544,0,,,38.4
Falcon,Duinrell,Europe,Gerstlauer,Steel,Shoulder harness,2009,,Euro-Fighter,72.1776,2,,1049.856,38.4
Dark Knight,Six Flags Great America,North America,Mack,Steel,Lap bar,2008,Chain lift hill,Wild Mouse,,0,,1213.896,38.4
Boomerang,Wiener Prater,Europe,Vekoma,Steel,Lap bar,1992,Chain lift hill,"Boomerang, Multielement Shuttle",118.1088,3,47.224196,935.028,38.1
Achterbahn,Skyline Park,Europe,Schwarzkopf,Steel,Lap bar,,Chain lift hill,Family,49.212,0,31.06855,1837.248,38.1
Laff Trakk,Hersheypark,North America,Maurer,Steel,Lap bar,2015,Chain lift hill,,,0,40.389115,1400.9016,37.9
West Coaster,Pacific Park,North America,Morgan,Steel,Lap bar,1996,Chain lift hill,,55.7736,0,34.796776,1299.1968,37.9
Mammut,Gardaland,Europe,Vekoma,Steel,Lap bar,2008,Chain lift hill,Mine Train,45.9312,0,31.06855,3379.224,37.7
Stampida (Blue),Port Aventura,Europe,CCI,Wooden,Lap bar,1997,Chain lift hill,Twister,85.3008,0,45.981454,3126.6024,37.6
Shockwave,Drayton Manor,Europe,Intamin,Steel,Shoulder harness,1994,Chain lift hill,,118.1088,4,49.70968,1640.4,37.6
Wild One,Six Flags America,North America,John Miller,Steel,Lap bar,1990,Chain lift hill,,98.424,0,52.816535,3999.2952,37.6
Stampida (Red),Port Aventura,Europe,CCI,Wooden,Lap bar,1997,Chain lift hill,Twister,85.3008,0,44.738712,3100.356,37.2
Thunderhawk,Dorney Park,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1923,Chain lift hill,Twister,78.7392,0,39.767744,2772.276,37.2
Woodstock Express,Kings Dominion,North America,Philadelphia Toboggan Coaster,Steel,Lap bar,1974,Chain lift hill,,36.0888,0,34.796776,1384.4976,37.1
Wonder Mountain's Guardian,Canada's Wonderland,North America,ART Engineering GmbH,Steel,Lap bar,,Chain lift hill,Free Fall,59.0544,0,,1000.644,37
Invertigo,Kings Island,North America,Vekoma,Steel,Shoulder harness,,Chain lift hill,"Shuttle, Boomerang",160.7592,3,50.331051,1013.7672,36.8
Blazing Fury,Dollywood,North America,Unknown,Steel,Lap bar,1978,,,,0,,,36.6
Halvar,Plopsa Coo,Europe,Vekoma,Steel,Lap bar,,Chain lift hill,Terrain,,0,,1870.056,36.6
Cyclone,Luna Park,North America,Unknown,Wooden,Lap bar,1927,Chain lift hill,Twister,85.3008,0,60.272987,2851.0152,36.2
Colossus,Thorpe Park,Europe,Intamin,Steel,Shoulder harness,2002,Chain lift hill,Multielement,98.424,10,44.738712,2788.68,36.2
Naga Bay,Bobbejaanland,Europe,Maurer,Steel,Lap bar,2011,Chain lift hill,,55.7736,0,34.175405,1410.744,36
Alpine Coaster,Parc des Combes,Europe,Wiegand,Steel,Seatbelt,2007,Cable lift hill,,,0,,1427.148,35.9
SuperSplash,Plopsaland,Europe,Mack,Steel,Lap bar,2006,Vertical lift,,78.7392,0,42.253228,984.24,35.9
Adventure Express,Kings Island,North America,Arrow,Steel,Lap bar,1991,Chain lift hill,Mine Train,62.3352,0,34.796776,2962.5624,35.7
EqWalizer,Walibi Rhône Alpes,Europe,Vekoma,Steel,Lap bar,1988,Cable lift hill,"Shuttle, Boomerang",118.1088,3,47.224196,935.028,35.5
Dark Knight,Six Flags Great Adventure,North America,Mack,Steel,Lap bar,2008,Chain lift hill,Wild Mouse,,0,,1213.896,35.5
Avalanche,Kings Dominion,North America,Mack,Steel,Lap bar,1988,,Bobsled,60,0,35,,35.4
Mumbo Jumbo,Flamingo Land Theme Park and Zoo,Europe,S&S,Steel,Shoulder harness,2009,Chain lift hill,El Loco,98.424,2,,,34.9
Judge Roy Scream,Six flags Over Texas,North America,William J. Cobb,Steel,Lap bar,1980,Chain lift hill,,72.1776,0,52.816535,2673.852,34.6
Wildcat,Hersheypark,North America,GCI,Wooden,Lap bar,1996,Chain lift hill,Twister,88.5816,0,50.331051,3182.376,34.5
Aktium,CineCittà World,Europe,Mack,,None,,,,,0,,,34.5
La Vibora,Six flags Over Texas,North America,Intamin,Steel,Lap bar,1986,Chain lift hill,,59.0544,0,31.689921,1489.4832,34.4
Woodstock Express,Carowinds,North America,Philadelphia Toboggan Coaster,Wooden,Lap bar,1975,Chain lift hill,Twister,,0,,1354.9704,34.1
Spatiale Experience,Nigloland,Europe,Mack,Steel,Lap bar,1998,Spiral lift,Indoor,59.0544,0,37.28226,2624.64,34
Devil's Mine,Fort Fun Abenteuerland,Europe,Vekoma,Steel,Lap bar,1996,Chain lift hill,,65.616,0,,1345.128,33.5
Grizzly,Kings Dominion,North America,Unknown,Wooden,Lap bar,1982,Chain lift hill,Twister,88.5816,0,,3149.568,33.4
