name,park,country,status,designer,construction,restraint,opening_year,launch,type,height,inversions,speed,length,score
617,20,19,1,3,7,6,1992.0,3,73,88.5816,2.0,50.331051,2040.6576,17.9
143,50,6,2,48,7,3,1987.0,3,73,0,0.0,0,0,17.8
307,103,6,1,57,7,3,0,0,22,36.0888,0.0,26.097582,1345.128,17.6
641,160,6,1,56,7,3,2002.0,3,101,0,0.0,0,721.776,17.4
627,35,19,1,32,7,3,2000.0,3,101,49.212,0.0,27.961695,1213.896,17.4
114,78,2,1,23,7,3,1994.0,0,73,0,0.0,0,0,17.4
82,162,6,1,51,7,6,0,3,59,78.7392,3.0,39.767744,0,17.4
627,62,19,1,30,7,3,1999.0,3,101,45.9312,0.0,27.961695,1213.896,17.3
441,113,1,1,51,7,3,1990.0,0,73,42.6504,0.0,27.961695,1099.068,17.3
68,156,14,1,47,7,3,0,3,22,0,0.0,0,0,17.1
129,78,2,1,51,7,6,0,3,78,111.5472,5.0,49.70968,2260.4712,17.0
110,5,11,1,57,7,3,2005.0,0,73,29.5272,0.0,24.233469,728.3376,17.0
448,16,19,1,30,7,3,2004.0,3,101,45.9312,0.0,27.961695,1213.896,17.0
333,163,0,1,19,7,3,0,17,42,32.808,0.0,24.85484,774.2688,17.0
583,87,5,1,30,7,3,2004.0,14,73,55.7736,0.0,36.039518,1102.3488,17.0
220,0,18,1,57,7,3,1999.0,0,97,42.0,0.0,0,0,16.5
63,93,8,1,46,7,3,2010.0,10,73,36.0888,0.0,0,1361.532,16.3
391,87,5,1,30,7,3,1990.0,10,14,22.9656,0.0,22.990727,961.2744,16.3
83,3,18,0,51,7,6,1980.0,3,9,75.4584,2.0,39.767744,2401.5456,15.9
547,141,18,1,51,7,3,1996.0,0,26,42.6504,0.0,27.961695,1312.32,15.9
474,137,7,1,6,7,3,2001.0,17,73,0,0.0,0,0,15.9
71,20,19,1,2,4,3,1973.0,3,67,0,0.0,0,2398.2648,15.7
294,56,8,1,17,7,3,2016.0,3,73,45.9312,0.0,7.456452,0,15.6
627,9,19,1,56,7,3,2005.0,3,101,42.6504,0.0,29.204437,1377.936,15.6
117,19,2,1,2,7,6,1981.0,3,59,78.7392,4.0,50.331051,2158.7664,15.5
187,36,18,4,32,7,3,2005.0,3,59,82.02,3.0,43.49597,1263.108,15.5
69,57,19,1,2,7,3,2003.0,3,67,55.7736,0.0,44.738712,2001.288,15.3
492,13,1,0,30,7,0,0,3,101,45.9312,0.0,27.961695,1213.896,14.9
44,61,7,1,51,7,6,1983.0,3,12,98.424,4.0,39.146373,2316.2448,14.9
298,104,6,1,56,7,3,2007.0,3,101,42.6504,0.0,33.554034,0,14.6
99,130,19,1,2,7,6,1976.0,3,59,101.7048,4.0,50.331051,2129.2392,14.6
72,21,19,1,2,4,3,1969.0,3,67,49.212,0.0,31.06855,2539.3392,14.6
561,66,19,1,46,6,3,1984.0,3,73,45.9312,0.0,31.06855,1765.0704,14.4
13,71,19,1,2,7,6,1991.0,3,59,144.3552,4.0,50.331051,2700.0984,14.2
571,48,10,1,48,7,3,1992.0,9,16,0,0.0,0,0,14.2
574,2,19,1,54,7,3,1978.0,3,73,91.8624,0.0,57.787503,2841.1728,14.1
189,31,19,1,51,7,3,1993.0,0,73,29.5272,0.0,21.747985,679.1256,14.1
114,67,6,1,48,7,3,1987.0,3,73,16.404,0.0,0,656.16,13.9
210,132,19,1,32,7,3,2011.0,3,101,49.212,0.0,27.961695,1213.896,13.7
225,16,19,0,18,11,3,1999.0,3,97,104.9856,0.0,49.70968,3510.456,13.7
442,129,19,0,12,11,3,1979.0,3,97,95.1432,0.0,55.92339,3198.78,13.6
224,136,16,1,30,2,0,1987.0,14,73,0,0.0,0,0,13.6
589,37,11,1,32,7,3,2001.0,0,73,0,0.0,0,0,13.3
59,11,1,1,51,7,6,1984.0,2,82,118.1088,3.0,47.224196,935.028,13.0
123,82,13,1,50,7,0,0,3,106,0,0.0,0,0,13.0
617,72,19,1,2,7,6,1987.0,3,59,147.636,6.0,55.302019,3799.1664,12.8
69,1,19,1,2,7,6,1993.0,3,59,95.1432,4.0,41.010486,2424.5112,12.8
469,51,7,0,57,7,0,2000.0,3,27,0,0.0,0,0,12.8
304,23,6,1,48,7,3,2002.0,14,67,22.9656,0.0,22.369356,0,12.7
107,163,0,1,42,7,3,0,3,101,42.6504,0.0,29.204437,1377.936,12.6
590,143,4,1,56,7,3,2006.0,3,101,42.6504,0.0,29.204437,1377.936,12.6
444,129,19,1,2,7,3,1974.0,3,67,0,0.0,37.903631,0,12.4
174,90,6,1,17,7,6,0,3,101,42.6504,0.0,29.204437,1377.936,12.3
400,29,19,1,42,7,3,2002.0,3,13,42.6504,0.0,29.204437,1377.936,12.2
493,13,1,1,30,7,3,0,3,101,45.9312,0.0,27.961695,1213.896,12.0
203,91,8,1,28,7,3,1998.0,3,101,49.212,0.0,21.747985,1181.088,11.9
574,5,11,1,51,7,6,1990.0,3,59,82.02,2.0,43.49597,1509.168,11.9
289,37,11,1,32,7,3,1996.0,3,101,49.212,0.0,27.961695,1213.896,11.8
122,26,6,1,48,7,0,2000.0,3,49,0,0.0,0,0,11.7
255,12,18,1,51,7,6,2007.0,3,73,111.5472,5.0,49.70968,2260.4712,11.6
401,29,19,1,42,7,3,0,3,101,42.6504,0.0,29.204437,1377.936,11.4
458,56,8,4,43,7,6,2005.0,14,79,98.424,0.0,0,0,11.4
209,27,19,1,30,7,3,2001.0,3,101,0,0.0,27.340324,0,11.3
516,78,2,1,51,7,3,1981.0,3,59,75.4584,2.0,39.767744,2401.5456,11.1
481,89,19,1,56,7,2,2011.0,15,28,49.212,2.0,25.476211,1282.7928,10.9
627,95,9,1,30,7,3,1996.0,3,101,45.9312,0.0,28.0,1213.896,10.7
90,48,10,1,42,7,7,0,14,73,0,0.0,0,0,10.7
438,54,19,1,56,6,4,2011.0,14,73,42.6504,0.0,29.204437,1377.936,10.5
407,156,14,1,56,7,4,0,15,22,55.7736,0.0,0,1400.9016,10.4
433,134,19,1,2,7,3,1971.0,3,67,42.6504,0.0,37.28226,2499.9696,10.3
627,47,18,0,32,7,3,1997.0,3,101,49.212,0.0,27.961695,1213.896,10.3
632,163,0,1,32,7,3,1997.0,3,101,49.212,0.0,27.961695,1213.896,10.3
570,78,2,1,56,7,3,2003.0,3,101,42.6504,0.0,11.184678,885.816,10.1
211,103,6,1,51,7,6,0,3,59,121.3896,7.0,46.602825,3116.76,10.0
124,13,1,1,51,7,6,1987.0,3,73,82.02,0.0,27.961695,1968.48,10.0
284,20,19,1,51,7,6,0,0,22,49.212,0.0,26.097582,1122.0336,9.6
59,75,19,0,51,7,6,1990.0,2,8,118.1088,3.0,47.224196,935.028,9.5
444,135,19,1,2,7,3,1966.0,3,67,36.0888,0.0,0,2398.2648,9.4
87,138,18,1,42,6,3,2018.0,14,73,0,0.0,0,0,9.2
74,75,19,1,30,7,3,2013.0,3,101,52.4928,0.0,35.0,1345.128,9.1
577,102,6,1,48,7,3,1995.0,3,22,0,0.0,0,0,8.8
89,48,10,1,42,7,3,1996.0,3,73,42.6504,0.0,31.06855,1377.936,8.8
388,39,11,0,11,11,3,1991.0,3,97,49.212,0.0,34.175405,1614.1536,8.6
25,92,7,1,40,11,3,1999.0,3,97,91.8624,0.0,49.70968,3605.5992,8.2
381,143,4,1,37,7,3,1986.0,3,59,36.0888,1.0,0,1197.492,8.0
77,158,1,1,51,7,6,2001.0,2,8,118.1088,3.0,47.224196,935.028,7.9
64,36,18,1,56,7,3,1987.0,14,14,0,0.0,0,0,7.9
584,15,18,1,37,7,6,0,3,59,36.0888,1.0,0,1197.492,7.8
466,62,19,1,51,7,3,1991.0,2,80,118.1088,3.0,47.224196,935.028,7.6
238,63,7,0,32,7,3,2010.0,3,101,49.212,0.0,27.961695,1213.896,7.1
94,133,19,1,2,7,3,1967.0,3,67,36.0888,0.0,29.204437,2322.8064,7.0
13,162,6,1,54,11,3,1989.0,3,74,114.828,0.0,52.816535,3936.96,6.9
60,57,19,1,51,7,6,1997.0,2,80,118.1088,3.0,47.224196,935.028,6.8
374,25,6,1,39,7,3,2010.0,3,73,32.808,0.0,31.06855,1509.168,6.8
28,19,2,1,51,7,6,1987.0,2,82,118.1088,3.0,47.224196,935.028,6.7
599,158,1,1,51,7,6,1999.0,3,94,108.2664,5.0,49.70968,2260.4712,6.5
83,21,19,1,2,7,6,1976.0,3,59,75.4584,3.0,43.49597,2017.692,6.5
450,82,13,1,50,7,0,0,3,106,0,0.0,0,0,6.4
70,20,19,1,2,7,6,1980.0,3,59,65.616,4.0,41.010486,2099.712,6.3
172,141,18,1,30,7,3,1983.0,14,14,19.6848,0.0,18.64113,767.7072,6.3
518,63,7,0,51,7,6,1979.0,3,9,75.4584,2.0,39.767744,2401.5456,6.3
497,9,19,1,44,7,3,2016.0,0,73,0,0.0,0,0,6.1
428,91,8,1,30,7,3,1992.0,14,14,13.1232,0.0,22.369356,820.2,5.9
649,79,19,1,51,7,6,1997.0,2,80,114.828,3.0,46.602825,935.028,5.8
55,56,8,1,51,7,6,1998.0,3,94,108.2664,5.0,49.70968,2509.812,5.7
319,151,12,1,51,7,6,1988.0,3,58,61.0,2.0,40.0,0,5.7
327,26,6,0,44,7,6,2010.0,3,73,36.0888,0.0,26.718953,1017.048,5.5
249,80,6,1,37,7,4,2016.0,3,107,55.7736,0.0,0,0,5.3
53,133,19,1,51,7,6,1992.0,3,59,121.3896,5.0,52.195164,2742.7488,5.1
373,134,19,1,51,7,6,1989.0,3,59,108.2664,4.0,54.680648,2431.0728,5.0
285,48,10,1,48,7,6,1995.0,3,73,91.8624,0.0,55.92339,2362.176,5.0
502,57,19,1,2,7,6,1984.0,3,59,68.8968,3.0,43.49597,1601.0304,5.0
348,132,19,1,51,7,6,1997.0,3,78,111.5472,5.0,49.70968,2260.4712,4.9
529,70,19,1,51,7,6,1995.0,3,94,101.7048,5.0,49.70968,2171.8896,4.2
334,91,8,1,39,7,3,2011.0,3,22,36.0888,0.0,0,1410.744,4.1
59,134,19,1,51,7,6,2013.0,3,6,118.1088,3.0,46.602825,875.9736,4.0
326,92,7,1,51,7,6,2001.0,3,94,108.2664,5.0,49.70968,2260.4712,3.8
580,140,5,1,56,7,2,2005.0,10,73,49.212,2.0,25.476211,1282.7928,3.7
348,126,19,1,51,7,6,1995.0,3,78,108.2664,5.0,49.70968,2260.4712,3.2
60,127,19,1,51,7,6,1998.0,3,82,118.1088,3.0,47.224196,935.028,3.1
59,164,19,1,51,7,6,2000.0,2,80,118.1088,3.0,47.224196,935.028,3.0
148,119,7,1,57,9,4,0,14,73,0,0.0,0,0,3.0
75,108,15,1,40,11,3,2002.0,3,97,118.1088,0.0,55.92339,4573.4352,3.0
159,132,19,1,51,7,6,2000.0,3,82,118.1088,3.0,46.602825,875.9736,2.7
315,61,7,1,51,7,6,1999.0,3,94,108.2664,5.0,49.70968,2260.4712,2.7
59,78,2,1,51,7,6,1984.0,2,82,118.1088,3.0,47.224196,935.028,2.7
99,18,19,1,2,7,6,1976.0,3,59,101.7048,4.0,50.331051,2129.2392,2.6
160,19,2,1,51,7,6,0,3,78,108.2664,5.0,49.70968,3244.7112,2.2
133,60,7,0,46,7,3,1989.0,9,14,32.808,0.0,0,0,1.8
568,19,2,1,56,7,2,2004.0,10,30,49.212,2.0,25.476211,1282.7928,1.4
320,104,6,0,48,7,6,2003.0,10,59,0,1.0,0,0,1.3
288,127,19,1,51,7,6,1998.0,3,78,111.5472,5.0,49.70968,2260.4712,0.6
607,40,13,1,44,7,6,0,3,101,42.6504,0.0,0,1049.856,0.6
131,159,11,1,51,7,6,1994.0,3,94,101.7048,5.0,49.70968,2171.8896,0.5
614,163,0,1,56,7,2,2004.0,15,30,68.8968,2.0,31.06855,1436.9904,0.3
