name score height speed length inversions status park country manufacturer type launch restraint "opening date" type1 train cost "closing date" vr
"Formule 1" 58.2 49.212 NA 1246.704 0 Operating "Parc Saint Paul" France Pax Steel "Chain lift hill" "Lap bar" 2005 "Wild Mouse" NA NA NA NA
"Gemini (Blue)" 58 124.6704 59.651616 3936.96 0 Operating "Cedar Point" "United States" Arrow Hybrid "Chain lift hill" "Lap bar" 1978 NA NA NA NA NA
"Cancan Coaster" 57.8 85.3008 37.28226 3024.8976 0 Operating "Europa Park" Germany Mack Steel "Spiral lift" "Lap bar" NA Family "Sit Down" NA NA NA
"Vicky The Ride" 57.4 55.7736 34.175405 1312.32 0 Operating "Plopsa Coo" Belgium Gerstlauer Steel "Chain lift hill" "Lap bar" 6/25/11 NA Spinning NA NA NA
"Batman the Ride" 57.3 104.9856 50.331051 2700.0984 5 Operating "Six flags Over Texas" "United States" B&M Steel "Chain lift hill" "Shoulder harness" 1999 NA Inverted NA NA NA
"Rock'n Roller Coaster avec Aerosmith" 56.9 78.7392 57.166132 3402.1896 3 Operating "Walt Disney Studios" France Vekoma Steel "Magnetic Launch (LIM/LSM)" "Shoulder harness" NA "Looper, Indoor" "Sit Down" NA NA NA
"Raptor Attack" 56.8 49.212 40.389115 1837.248 0 Operating "Lightwater Valley" "United Kingdom" Schwarzkopf Steel "Chain lift hill" "Lap bar" 1987 NA NA NA NA NA
Kanonen 56.7 78.7392 46.602825 1443.552 2 "Definitely closed" Liseberg Sweden Intamin Steel "Hydraulic cable launch" "Shoulder harness" 2005 Rocket NA NA NA NA
"Kentucky Rumbler" 56.5 88.5816 47.845567 2828.0496 0 Operating "Beech Bend" "United States" GCI Wooden "Chain lift hill" "Lap bar" 2006 Twister NA NA NA NA
Goliath 56.5 190.2864 65.865326 1204.0536 3 Operating "Six Flags New England" "United States" Vekoma Steel "Cable lift hill" "Shoulder harness" 5/25/12 "Giant Inverted Boomerang" NA NA NA NA
"Vilda Musen" 56.2 68.8968 34.175405 1410.744 0 Operating "Gröna Lund" Sweden Gerstlauer Steel "Chain lift hill" "Lap bar" 2003 Bobsled NA NA NA NA
"Dragon Fly" 55.9 49.212 NA 1181.088 0 Operating Duinrell Netherlands Gerstlauer Steel "Chain lift hill" "Lap bar" 2012 NA NA NA NA NA
"Hyperspace Mountain" 55.6 101.7048 NA 3451.4016 0 Operating "Hong Kong Disneyland" China Vekoma Steel NA "Lap bar" 2005 NA "Sit Down" NA NA NA
"Nessie Superrollercoaster" 55.5 85.3008 49.088309 2431.0728 1 Operating "Hansa Park" Germany Schwarzkopf Steel "Chain lift hill" "Lap bar" 1979 Looper NA NA NA NA
Cobra 55.2 55.7736 31.06855 1476.36 0 Operating "Paultons Park" "United Kingdom" Gerstlauer Steel "Chain lift hill" "Lap bar" 2006 Bobsled NA NA NA NA
"American Eagle" 55.2 124.6704 65.865326 4648.8936 0 Operating "Six Flags Great America" "United States" Intamin Wooden "Chain lift hill" "Lap bar" 5/23/81 Twister NA NA NA NA
"Cornball Express" 55 55.7736 44.738712 2099.712 0 Operating "Indiana Beach" "United States" CCI Wooden "Cable lift hill" "Common lap bar" 5/18/01 NA NA NA NA NA
"Sierra Sidewinder" 55 62.3352 37.28226 1410.744 0 Operating "Knott's Berry Farm" "United States" Mack Steel "Chain lift hill" "Lap bar" 2007 NA Spinning NA NA NA
Vuoristorata 55 75.4584 37.28226 3149.568 0 Operating Linnanmäki Finland Unknown Wooden "Chain lift hill" "Lap bar" 1951 Twister NA NA NA NA
Arthur 54.8 45.9312 19.262501 1656.804 0 Operating "Europa Park" Germany Mack Steel "Electrical launch" "Lap bar" NA "E-Powered, Dark Ride" Inverted NA NA NA
"Battlestar Galactica - HUMAN" 54.6 NA NA NA 0 Operating "Universal Studios Singapore" Singapore Vekoma Steel "Electrical lift hill" "Shoulder harness" 2010 Looper NA NA NA NA
Drachenritt 54.5 59.0544 43.49597 1640.4 0 Operating Belantis Germany Gerstlauer Steel "Chain lift hill" "Lap bar" 2003 Bobsled NA NA NA NA
SkyRider 54.5 88.5816 50.952422 2207.9784 1 "Definitely closed" "Canada's Wonderland" Canada Togo Steel "Chain lift hill" "Shoulder harness" 1985 NA "Stand Up" NA NA NA
Thundercoaster 54.3 104.9856 57.787503 3116.76 0 Operating TusenFryd Norway Vekoma Wooden "Chain lift hill" "Lap bar" 2001 Twister NA NA NA NA
Joker 54.1 121.3896 37.903631 1017.048 0 Operating "Six Flags New England" "United States" S&S Steel "Chain lift hill" "Shoulder harness" 5/27/17 "Free Spin" NA NA NA NA
"Ultra Twister" 54 95.1432 44.117341 1377.936 3 Operating "Nagashima Spa Land" Japan Togo Steel "Chain lift hill" "Shoulder harness" NA NA Pipeline NA NA NA
Raik 53.9 82.02 38.525002 688.968 0 Operating Phantasialand Germany Vekoma Steel "Booster wheel lift hill" "Lap bar" 6/30/16 "Boomerang, Family" NA NA NA NA
Megablitz 53.9 62.3352 43.49597 1804.44 0 Operating "Wiener Prater" Austria Vekoma Steel "Chain lift hill" "Lap bar" 1994 NA "Sit Down" NA NA NA
Pandemonium 53.4 52.4928 31.06855 1351.6896 0 Operating "Six flags Over Texas" "United States" Gerstlauer Steel "Chain lift hill" "Lap bar" 5/17/08 NA Spinning NA NA NA
"Furius Baco" 53.3 45.9312 83.885085 2952.72 1 Operating "Port Aventura" Spain Intamin Steel "Hydraulic cable launch" "Shoulder harness" 2007 NA Wing NA NA NA
Rage 53.1 72.1776 43.49597 1184.3688 3 Operating "Adventure Island" "United Kingdom" Gerstlauer Steel "Chain lift hill" "Shoulder harness" 2007 Euro-Fighter NA NA NA NA
Vertigo 53 180.444 37.28226 2368.7376 0 "Definitely closed" "Walibi Belgium" Belgium Doppelmayr Steel "Vertical lift" "Lap bar" 2007 NA Suspended NA NA NA
Apocalypse 52.8 101.7048 55.302019 2851.0152 0 "Temporarily closed" "Six Flags Magic Mountain" "United States" GCI Wooden "Chain lift hill" "Lap bar" 5/23/09 Twister NA NA NA NA
"Loch Ness Monster" 52.7 127.9512 59.651616 3238.1496 2 Operating "Busch Gardens Williamsburg" "United States" Arrow Steel "Chain lift hill" "Shoulder harness" 1978 Looper NA NA NA NA
MotoGee 52.7 NA 42.253228 NA 0 Operating "Särkänniemi Amusement Park" Finland Zamperla Steel "Tire propelled launch" "Lap bar" 2010 NA Motorbike NA NA NA
Outlaw 52.6 65.616 47.845567 2798.5224 0 Operating Adventureland "United States" CCI Wooden "Chain lift hill" "Lap bar" 1993 Twister NA NA NA NA
"Gold rush" 52.6 NA NA NA 0 Operating "OK Corral" France Gerstlauer Steel "Booster wheel lift hill" "Lap bar" 2012 Shuttle NA NA NA NA
Falken 52.5 65.616 46.602825 2040.6576 0 Operating "Farup Sommerland" Denmark S&S Steel "Chain lift hill" "Lap bar" 2004 NA NA NA NA NA
"Backlot Stunt Coaster" 52.4 NA 39.767744 NA 0 Operating "Kings Island" "United States" "Premier Rides" Steel "Magnetic Launch (LIM/LSM)" "Lap bar" 2005 NA NA NA NA NA
Velociraptor 52.3 656.16 NA 65.616 0 Operating "Paultons Park" "United Kingdom" Vekoma "Boomerang, Family" NA None NA NA NA NA NA NA
"Matterhorn Bobsleds (A)" 52.2 78.7392 26.718953 2037.3768 0 Operating Disneyland "United States" Arrow Steel "Chain lift hill" None 1959 Bobsled NA NA NA NA
Comet 52.1 85.3008 50.331051 3359.5392 0 Operating Hersheypark "United States" "Philadelphia Toboggan Coaster" Steel "Chain lift hill" "Lap bar" 1946 NA NA NA NA NA
Impulse 52 98.424 55.302019 1975.0416 4 Operating Knoebels "United States" Zierer Steel "Chain lift hill" "Lap bar" 4/25/15 NA NA NA NA NA
"Hyper Space Mountain" 52 101.7048 43.49597 3280.8 3 Operating "Disneyland Park" France Vekoma Steel "Hydraulic cable launch" "Shoulder harness" 1995 "Looper, Indoor" NA NA NA NA
"Thunder Run" 51.9 88.5816 52.816535 2851.0152 0 Operating "Kentucky Kingdom" "United States" "Dinn Corp." Wooden "Chain lift hill" "Lap bar" 1990 Twister NA NA NA NA
Triops 51.6 131.232 49.70968 1017.048 3 Operating Bagatelle France Vekoma Steel "Chain lift hill" "Shoulder harness" 2012 Invertigo NA NA NA NA
"Shuttle Loop" 51.5 134.5128 52.816535 853.008 1 Operating "Nagashima Spa Land" Japan Schwarzkopf Steel NA "Lap bar" 1980 Shuttle NA NA NA NA
"TNT Tren de la Mina" 51.3 55.7736 NA 1476.36 0 Operating "Parque de Atracciones de Madrid" Spain Gerstlauer Steel "Chain lift hill" "Lap bar" 2012 "Mine Train" NA NA NA NA
"Back Lot Stunt Coaster" 51.3 45.9312 39.767744 1958.6376 0 Operating "Canada's Wonderland" Canada "Premier Rides" Steel "Magnetic Launch (LIM/LSM)" "Lap bar" 2005 Family NA NA NA NA
"Back Lot Stunt Coaster" 51.2 45.9312 39.767744 1958.6376 0 Operating "Kings Dominion" "United States" "Premier Rides" Steel "Magnetic Launch (LIM/LSM)" "Lap bar" 2006 NA NA NA NA NA
InvadR 51.1 75.4584 47.845567 NA 0 Operating "Busch Gardens Williamsburg" "United States" GCI Hybrid NA "Lap bar" 4/7/17 Twister NA NA NA NA
"The Raven" 51.1 108.2664 47.845567 2729.6256 0 Operating "Holiday World" "United States" CCI Wooden "Chain lift hill" "Lap bar" 1995 Twister NA NA NA NA
"Raging Spirits" 51 52.4928 37.28226 1968.48 1 Operating "Tokyo DisneySea" Japan Intamin Steel "Chain lift hill" "Shoulder harness" 2005 Looper NA NA NA NA
Pandemonium 51 52.4928 31.06855 1351.6896 0 Operating "Six Flags Fiesta Texas" "United States" Gerstlauer Steel "Chain lift hill" "Lap bar" 3/10/07 NA Spinning NA NA NA
"Dare Devil Dive" 50.9 95.1432 52.195164 2099.712 3 Operating "Six Flags Over Georgia" "United States" Gerstlauer Steel "Chain lift hill" "Lap bar" 5/28/11 "Looper, Euro-Fighter" NA NA NA NA
"Correcaminos Bip, Bip" 50.8 52.4928 37.28226 1574.784 0 Operating "Parque Warner Madrid" Spain Mack Steel "Booster wheel lift hill" "Lap bar" 5/16/09 YoungStar NA NA NA NA
"Tonnerre de Zeus" 50.8 98.424 52.195164 4045.2264 0 Operating "Parc Asterix" France CCI Wooden "Chain lift hill" "Lap bar" 1997 Twister NA NA NA NA
"Flight of Fear" 50.8 75.4584 54.059277 2706.66 4 Operating "Kings Island" "United States" "Premier Rides" Steel "Magnetic Launch (LIM/LSM)" "Lap bar" 1996 NA NA NA NA NA
Mamba 50.5 206.6904 74.56452 5577.36 0 Operating "Worlds of Fun" "United States" Morgan Steel "Chain lift hill" "Lap bar" 1998 Hyper NA NA NA NA
Vampire 50.4 55.7736 45.981454 2349.0528 0 Operating "Chessington World of Adventures" "United Kingdom" Arrow Steel "Chain lift hill" "Shoulder harness" 1990 NA Suspended NA NA NA
Undertow 50.4 49.212 39.767744 1410.744 0 Operating "Santa Cruz Beach Boardwalk" "United States" Maurer Steel "Chain lift hill" "Lap bar" 10/19/13 NA Spinning NA NA NA
"Blue Streak" 50.2 78.7392 39.767744 2559.024 0 Operating "Cedar Point" "United States" "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 5/23/64 "Out & Back" NA NA NA NA
"Spinball Whizzer" 50.2 55.7736 37.28226 1476.36 0 Operating "Alton Towers" "United Kingdom" Maurer Steel "Chain lift hill" "Lap bar" 2004 NA Spinning NA NA NA
"Speed Rockets" 50.2 36.0888 NA 1312.32 0 Operating "Jardin d'Acclimatation" France Gerstlauer "Bobsled, Family" "Chain lift hill" "Lap bar" 6/1/18 NA NA NA NA NA
Skatteøen 49.9 91.8624 43.49597 1492.764 0 Operating "Djurs Sommerland" Denmark Mack Steel "Chain lift hill" "Lap bar" 2011 NA "Water Coaster" NA NA NA
"Heiße Fahrt" 49.8 55.7736 34.175405 1745.3856 0 Operating "Klotten (Wild- und Freizeitpark)" Germany Gerstlauer Steel "Chain lift hill" Unknown 2004 Bobsled NA NA NA NA
Kvasten 49.7 65.616 34.175405 1312.32 0 Operating "Gröna Lund" Sweden Vekoma Steel "Booster wheel lift hill" "Lap bar" NA Family Suspended NA NA NA
Sooperdooperlooper 49.7 NA NA NA 1 Operating Hersheypark "United States" Schwarzkopf Steel "Chain lift hill" "Lap bar" 1977 Looper NA NA NA NA
Speed 49.6 164.04 68.35081 NA 0 Operating Energylandia Poland Intamin Steel "Vertical lift" None 4/2/18 NA "Water Coaster" NA NA NA
Pandemonium 49.5 52.4928 31.06855 1351.6896 0 Operating "Six Flags St Louis" "United States" Gerstlauer Steel "Chain lift hill" "Lap bar" 2007 NA Spinning NA NA NA
"Jack Rabbit" 49.2 68.8968 44.738712 2132.52 0 Operating Kennywood "United States" "ACE Coaster Classic" Steel "Chain lift hill" "Lap bar" 1921 NA NA NA NA NA
Scorpion 49.1 65.616 49.70968 1811.0016 1 Operating "Busch Gardens Tampa" "United States" Schwarzkopf Steel "Chain lift hill" "Lap bar" 1981 Looper NA NA NA NA
Pegasus 49.1 49.212 40.389115 1312.32 0 Operating "Europa Park" Germany Mack Steel "Booster wheel lift hill" "Lap bar" 2006 YoungStar NA NA NA NA
"Xpress : Platform 13" 48.9 85.3008 55.92339 3267.6768 3 Operating "Walibi Holland" Netherlands Vekoma Steel "Magnetic Launch (LIM/LSM)" "Shoulder harness" 2000 NA NA NA NA NA
Diabolik 48.7 131.232 49.70968 1017.048 3 Operating "Movieland Park" Italy Vekoma Steel "Chain lift hill" "Shoulder harness" NA Invertigo Inverted NA NA NA
"Loup Garou" 48.7 91.8624 49.70968 3395.628 0 Operating "Walibi Belgium" Belgium Vekoma Wooden "Chain lift hill" "Lap bar" 2001 Twister NA NA NA NA
Comet 48.6 95.1432 55.302019 4196.1432 0 Operating "Great Escape" "United States" "Philadelphia Toboggan Coaster" Steel "Chain lift hill" "Lap bar" 1994 NA NA NA NA NA
Revolution 48.3 55.7736 44.738712 633.1944 1 Operating "Blackpool Pleasure Beach" "United Kingdom" Arrow Steel NA "Shoulder harness" 1979 Shuttle NA NA NA NA
Gao 48.3 131.232 60.894358 5459.2512 0 Operating Greenland Japan "Meisho Amusement Machines" NA "Chain lift hill" "Common lap bar" 1998 NA NA NA NA NA
"Matterhorn Bobsleds (B)" 48.3 78.7392 26.718953 2132.52 0 Operating Disneyland "United States" Arrow Steel "Chain lift hill" Unknown 1959 Bobsled NA NA NA NA
Regina 48.3 121.3896 55.92339 4376.5872 0 Operating "Tobu Zoo Park" Japan Intamin Steel "Chain lift hill" "Lap bar" 2000 NA NA NA NA NA
Poltergeist 48.3 78.7392 60.272987 2706.66 4 Operating "Six Flags Fiesta Texas" "United States" "Premier Rides" Steel "Magnetic Launch (LIM/LSM)" "Shoulder harness" 1999 NA NA NA NA NA
"Steel Hawg" 48 95.1432 40.389115 NA 3 Operating "Indiana Beach" "United States" S&S Steel "Chain lift hill" Unknown 2008 NA NA NA NA NA
"Fuga da Atlantide" 47.8 55.7736 37.28226 2296.56 0 Operating Gardaland Italy Intamin Steel "Cable lift hill" None 2003 NA "Water Coaster" NA NA NA
Poseïdon 47.8 75.4584 43.49597 2742.7488 0 Operating "Europa Park" Germany Mack Steel "Chain lift hill" "Lap bar" NA Family "Water Coaster" NA NA NA
Divertical 47.7 164.04 68.35081 NA 0 Operating Mirabilandia Italy Intamin Steel "Vertical lift" "Lap bar" 6/16/12 NA "Water Coaster" NA NA NA
Rutschebanen 47.7 72.1776 46.602825 3238.1496 0 Operating Bakken Denmark "ACE Coaster Classic" Steel "Cable lift hill" "Lap bar" 1932 NA NA NA NA NA
"Thor's Hammer" 47.7 NA NA NA 0 Operating "Djurs Sommerland" Denmark Gerstlauer Steel NA Unknown 2002 Bobsled NA NA NA NA
"Booster Bike" 47.4 49.212 46.602825 1968.48 0 Operating Toverland Netherlands Vekoma Steel "Magnetic Launch (LIM/LSM)" "Lap bar" 2004 NA Motorbike NA NA NA
Racer 47.4 88.5816 60.894358 3412.032 0 Operating "Kings Island" "United States" "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 1972 NA NA NA NA NA
"Freedom Flyer" 47.3 65.616 34.175405 1295.916 0 Operating "Fun Spot America" "United States" Vekoma Steel "Booster wheel lift hill" "Lap bar" NA Family Suspended NA NA NA
Avalanche 47.3 65.616 31.06855 1492.764 0 Operating "Blackpool Pleasure Beach" "United Kingdom" Mack Steel "Chain lift hill" "Lap bar" 1988 NA Bobsleigh NA NA NA
"Gemini (Red)" 47.3 124.6704 59.651616 3936.96 0 Operating "Cedar Point" "United States" Arrow Hybrid "Chain lift hill" "Lap bar" 1978 NA NA NA NA NA
Whizzer 47.2 68.8968 42.253228 3100.356 0 Operating "Six Flags Great America" "United States" Schwarzkopf Steel "Electrical lift hill" None 1976 "Speed Racer / Extended Jumbo Jet" NA NA NA NA
Hankatten 46.5 52.4928 34.175405 1302.4776 0 Operating Bonbon-Land Denmark Gerstlauer Steel "Chain lift hill" "Lap bar" 2007 NA Spinning NA NA NA
Stinger 46.3 131.232 49.70968 1017.048 3 "Definitely closed" "Dorney Park" "United States" Vekoma Steel "Chain lift hill" "Shoulder harness" 4/28/12 "Shuttle, Invertigo" NA NA NA NA
Cobra 46.2 118.1088 47.224196 935.028 3 Operating PowerPark Finland Vekoma Steel "Cable lift hill" "Shoulder harness" 2005 Shuttle NA NA NA NA
"Spinning Dragons" 46.2 55.7736 31.06855 1345.128 0 Operating "Worlds of Fun" "United States" Gerstlauer Steel "Chain lift hill" "Lap bar" 2004 NA Spinning NA NA NA
Thunderbolt 46 68.8968 NA 2864.1384 0 Operating "Six Flags New England" "United States" "Drambour, Joseph" Wooden "Chain lift hill" "Lap bar" 1941 Twister NA NA NA NA
"Fiorano GT Challenge (Left)" 45.8 NA NA 3280.8 0 Operating "Ferrari World" "United Arab Emirates" Maurer Steel "Magnetic Launch (LIM/LSM)" "Lap bar" 2010 NA "Sit Down" NA NA NA
Huracan 45.8 49.212 31.06855 1640.4 0 Operating Bellewaerde Belgium Zierer Steel "Booster wheel lift hill" "Lap bar" 3/30/13 NA "Sit Down" NA NA NA
"Sky Rocket" 45.7 95.1432 49.70968 2099.712 3 Operating Kennywood "United States" "Premier Rides" Steel "Magnetic Launch (LIM/LSM)" "Lap bar" 6/29/10 "Rocket, Looper" NA NA NA NA
"Wild Train" 45.7 49.212 43.49597 1082.664 0 Operating "Parc Saint Paul" France Pax Steel "Booster wheel lift hill" "Lap bar" 2000 NA NA NA 2017 NA
Zeus 45.6 88.5816 60.272987 2900.2272 0 Operating "Mt. Olympus Water & Theme Park" "United States" CCI Wooden "Chain lift hill" "Lap bar" 1997 Twister NA NA NA NA
Vortex 45.4 91.8624 55.302019 2559.024 0 Operating "Canada's Wonderland" Canada Arrow Steel "Chain lift hill" "Shoulder harness" 1991 NA Suspended NA NA NA
"Racer 75 (Left Side)" 44.8 85.3008 55.92339 3369.3816 0 Operating "Kings Dominion" "United States" "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 1975 NA NA NA NA NA
"Cobra's Curse" 44.7 68.8968 40.389115 2099.712 0 Operating "Busch Gardens Tampa" "United States" Mack Steel "Vertical lift" "Lap bar" 6/17/16 NA Spinning NA NA NA
"New Revolution" 44.5 111.5472 55.302019 3457.9632 1 Operating "Six Flags Magic Mountain" "United States" Schwarzkopf Steel NA "Lap bar" 1976 Looper NA NA NA 
Racer 44.3 72.1776 NA 2250.6288 0 Operating Kennywood "United States" "John Miller" Steel "Chain lift hill" "Lap bar" 1927 NA NA NA NA NA
"Big Dipper" 44.2 59.0544 NA 3300.4848 0 Operating "Blackpool Pleasure Beach" "United Kingdom" "William Strickler" Wooden "Chain lift hill" "Lap bar" 1923 NA NA NA NA NA
"Screamin' Eagle" 43.6 111.5472 62.1371 3871.344 0 Operating "Six Flags St Louis" "United States" "Philadelphia Toboggan Coaster" Wooden "Chain lift hill" "Lap bar" 1976 Twister NA NA NA NA
"La Trace du Hourra" 43.6 101.7048 37.28226 2952.72 0 Operating "Parc Asterix" France Mack Steel "Chain lift hill" "Lap bar" 2001 NA Bobsleigh NA NA NA
Bobbaan 43.6 65.616 37.28226 1719.1392 0 Operating Efteling Netherlands Giovanola Steel "Chain lift hill" "Lap bar" 1985 NA Bobsleigh NA NA NA
"Matterhorn Blitz" 43.1 52.4928 34.796776 1256.5464 0 Operating "Europa Park" Germany Mack Steel "Vertical lift" "Lap bar" 1999 "Wild Mouse" NA NA NA NA
"Milky Way (Blue)" 43 124.6704 NA 2624.64 0 Operating Greenland Japan Togo Steel "Chain lift hill" "Shoulder harness" 1991 NA "Stand Up" NA NA NA
Typhoon 42.9 85.3008 49.70968 2198.136 4 Operating Bobbejaanland Belgium Gerstlauer Steel "Chain lift hill" "Shoulder harness" 2004 Euro-Fighter NA NA NA NA
Ninja 42.8 59.0544 54.680648 2706.66 0 Operating "Six Flags Magic Mountain" "United States" Arrow Steel "Chain lift hill" "Shoulder harness" 1988 NA Suspended NA NA NA
"Wave Breaker: The Rescue Coaster" 42.7 62.3352 44.117341 2598.3936 0 Operating "SeaWorld San Antonio" "United States" Intamin NA "Tire propelled launch" None 6/16/17 NA NA NA NA NA
"Green Lantern" 42.5 154.1976 63.379842 4156.7736 5 Operating "Six Flags Great Adventure" "United States" B&M Steel "Chain lift hill" "Shoulder harness" 5/25/11 NA "Stand Up" NA NA NA
"Le Serpent" 42.3 NA NA NA 0 Operating "Parc du Petit Prince" France Zierer Steel "Booster wheel lift hill" "Lap bar" NA Family "Sit Down" NA NA NA
"Hoosier Hurricane" 41.6 78.7392 50.952422 2890.3848 0 Operating "Indiana Beach" "United States" CCI Wooden "Chain lift hill" "Lap bar" 1994 NA NA NA NA NA
Insider 41.5 36.0888 21.747985 984.24 0 Operating "Wiener Prater" Austria Maurer Steel NA "Lap bar" 8/25/13 "Wild Mouse, Indoor" Spinning NA NA NA
"Calamity Mine" 41.5 45.9312 29.825808 2575.428 0 Operating "Walibi Belgium" Belgium Vekoma Steel "Chain lift hill" "Lap bar" 1992 "Mine Train" NA NA NA NA
"Grand National (Right)" 41.5 NA NA NA 0 Operating "Blackpool Pleasure Beach" "United Kingdom" Unknown Wooden "Chain lift hill" Unknown NA Twister NA NA NA NA
"Vogel Rok" 41.5 82.02 40.389115 3936.96 0 Operating Efteling Netherlands Vekoma Steel "Chain lift hill" "Lap bar" 1998 "Family, Indoor" NA NA NA NA
Boomerang 41.4 65.616 37.28226 606.948 0 Operating "Parc des Combes" France Vekoma Steel "Booster wheel lift hill" "Lap bar" 6/2/11 "Shuttle, Boomerang, Family" NA NA NA NA
"Schweizer Bobbahn" 41.4 88.5816 32.932663 3247.992 0 Operating "Heide Park" Germany Mack Steel "Chain lift hill" "Lap bar" 1994 NA Bobsleigh NA NA NA
"Fiorano GT Challenge (Right)" 41.3 NA NA 3280.8 0 Operating "Ferrari World" "United Arab Emirates" Maurer Steel "Magnetic Launch (LIM/LSM)" "Lap bar" 2010 NA "Sit Down" NA NA NA
Boomerang 41.3 75.4584 37.28226 682.4064 0 Operating Energylandia Poland Vekoma Steel "Chain lift hill" "Lap bar" 4/29/17 "Shuttle, Boomerang, Family" NA NA NA NA
"Ben 10 Ultimate Mission" 41.1 65.616 34.175405 590.544 0 Operating "Drayton Manor" "United Kingdom" Vekoma Steel "Booster wheel lift hill" "Lap bar" 4/21/11 Shuttle NA NA NA NA
Tornado 41 98.424 49.70968 2624.64 3 Operating "Parque de Atracciones de Madrid" Spain Intamin Steel "Chain lift hill" "Shoulder harness" 1999 NA Inverted NA NA NA
Underground 40.9 NA NA 984.24 0 Operating Adventureland "United States" CCI Steel "Chain lift hill" "Lap bar" 1996 NA NA NA NA NA
"Mount Mara" 40.9 85.3008 31.06855 2362.176 0 Operating Bobbejaanland Belgium Vekoma Steel "Booster wheel lift hill" "Lap bar" 1989 Indoor NA NA NA NA
Patriot 40.9 91.8624 39.767744 1919.268 2 Operating "California's Great America " "United States" B&M Steel "Chain lift hill" "Shoulder harness" 1991 NA Floorless NA NA NA
"Steel Dragon" 40.7 52.4928 37.28226 1391.0592 0 Operating Waldameer "United States" Maurer Steel "Chain lift hill" "Lap bar" 2004 NA Spinning NA NA NA
"Grand National (Left)" 40.6 62.3352 39.767744 3300.4848 0 Operating "Blackpool Pleasure Beach" "United Kingdom" "Charles Paige" Steel "Chain lift hill" "Lap bar" 1935 NA NA NA NA NA
"Big One" 40.3 213.252 74.56452 5495.34 0 Operating "Blackpool Pleasure Beach" "United Kingdom" Arrow Steel "Chain lift hill" "Lap bar" 1994 Hyper NA NA NA NA
Vild-Svinet 40.1 72.1776 44.738712 1404.1824 1 Operating Bonbon-Land Denmark Gerstlauer Steel "Cable lift hill" "Lap bar" 2003 Euro-Fighter NA NA NA NA
Supersplash 40.1 95.1432 47.224196 1099.068 0 Operating TusenFryd Norway Mack SuperSplash NA "Lap bar" 2003 NA NA NA NA NA
"Looping Star" 40.1 82.02 47.845567 1942.2336 1 Operating "Nagashima Spa Land" Japan Schwarzkopf Steel "Cable lift hill" "Lap bar" 1982 "Looping Star" NA NA NA NA
Colossus 40 124.6704 62.1371 4324.0944 0 Retracked "Six Flags Magic Mountain" "United States" "International Amusement Devices" Wooden "Chain lift hill" "Lap bar" 6/29/78 "Out & Back" NA NA NA NA
"Nickelodeon Streak" 39.9 62.3352 37.28226 2296.56 0 Operating "Blackpool Pleasure Beach" "United Kingdom" "Charles Paige" Wooden "Chain lift hill" None 1933 "Out & Back" NA NA NA NA
Thunderation 39.8 82.02 47.845567 3021.6168 0 Operating "Silver Dollar City" "United States" Arrow Steel "Chain lift hill" "Lap bar" 1993 "Mine Train" NA NA NA NA
Pandemonium 39.7 55.7736 31.06855 1345.128 0 Operating "Six Flags New England" "United States" Gerstlauer Steel "Chain lift hill" "Lap bar" 2005 NA Spinning NA NA NA
Alpenexpress 39.6 19.6848 27.961695 866.1312 0 Operating "Europa Park" Germany Mack Steel NA "Lap bar" 1984 E-Powered NA NA NA 
"Tiger Express" 39.5 45.9312 27.961695 1213.896 0 Operating "La Mer de Sable" France Mack Steel "Chain lift hill" "Lap bar" 6/26/11 "Wild Mouse" NA NA NA NA
Kumali 39.5 124.6704 54.680648 2201.4168 4 Operating "Flamingo Land Theme Park and Zoo" "United Kingdom" Vekoma Steel "Chain lift hill" "Shoulder harness" 2006 NA Inverted NA NA NA
Feuerdrache 39.5 52.4928 37.28226 2821.488 0 Operating "Legoland Deutschland" Germany Zierer Steel "Booster wheel lift hill" "Lap bar" 2002 NA NA NA NA NA
Exterminator 39.4 42.6504 29.204437 1377.936 0 Operating Kennywood "United States" Reverchon Steel "Chain lift hill" "Lap bar" 1999 NA NA NA NA NA
"Super Railway" 39.2 NA NA NA 0 Operating Foire N/A Schwarzkopf Steel "Chain lift hill" None NA NA "Sit Down" NA NA NA
Thunderbolt 39.2 95.1432 55.302019 2887.104 0 Operating Kennywood "United States" "ACE Coaster Classic" Steel "Chain lift hill" "Lap bar" 1924 NA NA NA NA NA
"Fire In The Hole" 39.1 NA NA NA 0 Operating "Silver Dollar City" "United States" Unknown Steel NA "Lap bar" 1972 NA NA NA NA NA
Tranan 39.1 65.616 24.85484 1640.4 0 Operating "Skara Sommarland" Sweden S&S Steel "Chain lift hill" None 5/29/09 Eagle NA NA NA NA
"Atlantica SuperSplash" 39 98.424 49.70968 1279.512 0 Operating "Europa Park" Germany Mack Steel "Chain lift hill" "Lap bar" 2005 NA "Water Coaster" NA NA NA
"Euro Mir" 38.6 91.8624 49.70968 3215.184 0 Operating "Europa Park" Germany Mack Steel "Spiral lift" "Lap bar" 1997 NA Spinning NA NA NA
Eurosat 38.5 85.3008 37.28226 2877.2616 0 Retracked "Europa Park" Germany Mack Steel "Spiral lift" "Lap bar" NA Family "Sit Down" NA NA NA
